,bp_rp,phot_g_mean_mag,distance_gspphot,visibility_periods_used,astrometric_sigma5d_max,astrometric_excess_noise,astrometric_matched_transits
3,2.0679903,12.994784,67.6317,14,0.026815219,0.06765813,23
5,0.39504433,6.8555465,85.7073,15,0.048646595,0.16351452,20
6,2.5814056,14.860165,95.0371,14,0.04550066,0.07919213,25
7,1.1240873,10.259134,68.687,16,0.021996187,0.062375844,24
10,3.079997,17.010885,103.7243,16,0.13099632,0.3398461,24
11,3.1862612,15.814622,57.6418,16,0.07789323,0.08732288,24
13,2.6970272,15.7956705,100.6622,13,0.080620915,0.11821624,20
14,0.4087491,7.7814703,96.7521,13,0.041081194,0.15449378,21
15,2.457635,14.886254,93.8637,14,0.049359865,0.0,22
16,0.4868121,6.637057,70.9957,11,0.121612914,0.19288038,16
21,0.8982725,10.074757,79.3335,15,0.036346875,0.12261566,23
22,0.7674012,7.6169553,47.0311,15,0.04006123,0.14245504,27
23,2.573904,15.295008,102.2908,14,0.092298016,0.32876244,20
25,1.1385627,3.3823738,67.17,15,0.49968877,2.4007058,25
26,1.8731441,11.857552,52.697,15,0.029314784,0.076195024,26
28,2.3649015,14.047755,78.4496,15,0.0359607,0.0,25
35,0.9350519,9.490025,76.5957,15,0.03183016,0.108233266,24
36,2.798297,15.940584,98.153,13,0.09122975,0.0,22
38,2.728961,14.522798,96.2506,14,0.045089614,0.08974368,21
40,1.3385344,11.548605,95.5542,15,0.03328616,0.10592838,23
42,2.1375408,13.562063,97.9036,15,0.030160088,0.05022092,22
50,3.30309,16.643806,61.9971,15,0.14303404,0.41845256,21
53,0.7505522,9.50926,97.869,12,0.038611446,0.079848066,16
54,0.7548194,7.7592926,43.2664,14,0.05805395,0.20743003,23
59,0.9372425,10.555009,94.5985,15,0.027401729,0.098604225,24
60,2.2503319,13.780819,82.0298,14,0.031656247,0.0,21
61,3.1147747,15.056397,37.3361,13,0.060649518,0.0,20
62,2.4157572,14.152203,93.8722,13,0.036428135,0.03649363,21
66,2.0111856,12.98434,80.6394,14,0.029141575,0.08294793,21
67,1.5805187,10.986945,93.6781,13,0.41379356,2.1210601,22
68,2.5059767,15.293002,96.8342,13,0.068895005,0.05785662,18
69,0.75656176,8.234732,61.8519,12,0.041603565,0.11474737,20
71,2.162014,14.419707,97.0545,14,0.041651297,0.0,22
72,2.5862837,14.931431,84.2895,15,0.044473387,0.0,26
73,2.996747,15.687658,99.0034,15,0.11327634,0.37682498,21
77,1.0973577,10.242527,60.9434,15,0.029893607,0.09738387,19
86,3.2467718,14.985497,31.1,14,0.070248276,0.12859832,26
87,0.797513,9.804379,98.8302,15,0.035820566,0.12972417,45
90,2.7299137,15.709807,101.7407,16,0.083762676,0.17169932,23
93,1.2829714,9.15042,32.809,15,0.04716401,0.1045271,32
101,1.1856613,10.446021,68.723,14,0.050268486,0.2099629,24
105,2.948433,17.029547,105.819,15,0.16996396,0.20342264,27
109,0.89792156,8.424586,46.3866,17,0.03455649,0.1074412,55
111,0.7716713,6.925216,74.9724,17,0.041095883,0.10366627,41
112,1.3819122,9.159104,28.7244,17,0.02938935,0.06660666,47
113,-0.09154129,5.4806013,88.9412,14,0.1483426,0.5369791,43
116,0.9715004,10.38997,95.7793,17,0.03336663,0.11266327,34
119,1.0360203,10.4442835,80.196,17,0.03307239,0.0917643,47
120,0.9392805,9.81325,79.2252,15,0.036718395,0.100164406,32
123,2.1832123,14.342074,98.2147,17,0.041695282,0.02926201,39
126,0.9483757,9.979594,81.7106,15,0.034984376,0.07312617,35
128,1.2605343,8.992449,35.604,15,0.029507862,0.095406465,24
129,1.2094498,10.66509,80.8158,15,0.027020212,0.08718821,25
130,1.642169,12.371545,98.1646,14,0.028063986,0.090086,23
131,0.7040539,8.579073,76.982,14,0.036422543,0.0938823,24
132,2.9467077,15.005209,36.4116,14,0.066590115,0.18499129,23
137,0.9155016,9.956685,89.6762,14,0.032506272,0.08677591,17
142,2.6254559,15.036526,92.1172,15,0.05887232,0.046356414,22
145,2.5130854,15.303862,92.633,13,0.052125305,0.103093185,27
147,1.1993885,10.236533,60.4364,16,0.029204873,0.09268499,26
149,2.7961597,16.43304,97.7978,18,0.09089604,0.059432648,43
150,1.1082249,8.645234,35.1355,17,0.029505707,0.09646291,41
152,3.841978,18.426903,109.0609,16,0.40198764,0.82178587,45
153,0.74040604,8.149484,87.6208,17,0.044865306,0.10680873,43
154,2.627635,15.344221,93.2855,16,0.069151744,0.042992815,50
163,0.8467636,9.124899,93.7881,14,0.035682466,0.101302914,22
164,0.9930229,9.858445,57.035,12,0.99776316,3.2083802,23
169,2.5102587,14.8700905,99.6663,18,0.04635546,0.061158482,41
170,4.1585865,18.440355,76.2621,16,0.3111302,0.86272013,38
175,0.8359356,9.052101,78.639,15,0.7624004,3.3451426,23
180,0.6721506,7.237378,60.3008,13,0.046526346,0.13964951,18
182,1.6380606,12.5209675,93.6983,15,0.028280031,0.08412565,27
183,1.3413658,11.247424,84.85,14,0.034545973,0.116071776,23
184,2.1979065,13.502471,97.6539,14,0.047076356,0.19161434,24
185,2.6824007,12.524232,22.1154,13,0.047961727,0.18458073,18
186,0.5303254,7.5780516,73.3451,14,0.05229928,0.14869082,21
187,2.3937626,12.348888,25.8066,14,0.054062665,0.13739018,22
188,0.8848047,9.165224,60.0827,12,0.028736847,0.0821995,20
192,2.5351362,14.10657,97.1356,14,0.043169912,0.100431375,20
194,2.0020828,13.641914,90.9216,15,0.0277206,0.0,24
195,2.7575512,14.752846,92.2126,15,0.19241926,0.9179701,26
197,2.5980396,14.4766865,97.8118,13,0.08025913,0.2417633,19
205,3.1336613,15.53884,45.1021,15,0.073243976,0.19093387,25
208,0.9106846,7.880917,32.8697,13,0.045758177,0.14559454,20
212,2.7652683,15.180758,93.0884,13,0.054473132,0.11729631,25
213,2.5959244,14.882785,99.4671,14,0.051739,0.07682289,23
214,0.9028549,9.956399,85.728,15,0.025376957,0.08512365,25
216,1.1270847,10.882218,96.073,15,0.023396397,0.0676942,23
219,2.003767,13.219018,84.2346,14,0.022684895,0.020371472,24
228,2.4108648,14.070296,90.9144,15,0.07152688,0.30371594,24
231,1.78584,12.42188,90.1596,14,0.03160064,0.10082126,21
235,1.2344303,11.219054,95.8345,15,0.030352937,0.09979825,25
243,2.9871683,13.587292,20.5029,14,0.03883724,0.11762571,25
245,3.4330835,16.445955,64.8352,15,0.10979415,0.11774269,27
246,1.4336815,11.54818,85.6926,16,0.026046647,0.07807289,24
250,2.0317364,13.283304,78.6538,14,0.02903854,0.021724049,18
252,2.6107292,15.6922865,99.8612,12,0.10250314,0.0,16
256,0.77327824,7.8838153,87.9326,14,0.082869135,0.28716335,20
257,2.6940317,16.132784,99.4692,14,0.090779714,0.17877805,20
258,2.0065556,13.4555645,92.9251,14,0.031279277,0.025486369,23
259,2.2036686,13.9684515,98.5661,15,0.037841465,0.08265151,26
260,1.0828362,10.822438,88.5193,16,0.27412647,1.4062104,29
261,2.8027487,16.057354,59.8705,15,0.09023066,0.0,19
265,2.5690622,14.697751,88.0816,15,0.04666533,0.08176423,22
266,1.2744904,10.763823,66.844,14,0.027307596,0.07904269,24
268,2.2391338,13.396912,77.4903,13,0.030205477,0.0,18
272,1.3935204,11.504931,103.8076,13,0.23299998,1.0282363,20
279,3.4391727,17.029917,67.982,13,0.1584671,0.0,22
281,2.552579,15.320843,90.9706,13,0.07335802,0.14063519,18
287,1.0559244,9.94981,96.1656,14,0.035489947,0.10923343,20
288,3.4186306,17.691494,109.7156,14,0.25038952,0.626084,19
289,2.8579407,14.295762,52.3057,14,0.042993143,0.092532724,23
290,1.4120932,11.623326,92.6063,13,0.031852465,0.088679105,19
293,1.688324,12.6994505,100.3512,15,0.025410855,0.07836545,26
294,0.87578297,8.6472435,53.1205,14,0.036510654,0.090754114,22
295,1.0282459,9.988005,72.0533,16,0.02998131,0.10202087,32
296,2.7564278,15.621596,95.3982,17,0.06500851,0.09371396,56
298,3.218134,17.173874,105.3839,15,0.14137048,0.10701899,27
300,0.66641474,7.989245,59.6118,14,0.04986689,0.1255153,24
302,1.0939398,10.513511,94.7858,16,0.155032,0.64736074,24
303,2.681777,15.0822315,90.0712,17,0.049973067,0.08706549,54
306,2.629714,15.672572,95.9912,13,0.07593969,0.111777864,19
307,1.4099283,11.718158,102.4221,16,0.15237512,0.778832,27
308,0.73885536,8.800286,95.2541,14,0.1839488,0.8674228,23
310,2.7041998,15.590765,94.5325,16,0.06682519,0.0977601,26
315,0.47681618,5.883992,43.0806,13,0.0550375,0.18542962,40
316,0.8125124,7.3485003,46.6796,16,0.040661346,0.109512,47
317,2.3565903,14.779146,100.6705,14,0.055388585,0.07624287,41
322,0.7077322,8.0275345,76.9777,17,0.07985825,0.33653533,46
324,1.6264868,12.199197,96.5626,15,0.028251084,0.060269292,28
327,2.6488457,13.504987,36.3232,14,0.041130755,0.075674824,51
328,2.6033335,13.665395,42.3763,17,0.038227733,0.09650271,34
329,1.7251987,12.037538,72.6771,15,0.024010241,0.050878838,29
332,2.4189005,14.768561,95.6087,16,0.0485736,0.0,34
336,2.3239126,15.270865,92.0867,16,0.078718245,0.19337437,31
338,2.7278528,16.2652,102.1692,16,0.10429834,0.15654665,40
344,2.6761532,15.416297,89.2348,18,0.06277561,0.0,40
346,0.8038416,5.756682,16.7968,16,0.055163663,0.2118453,45
347,0.81027985,8.746449,98.1666,15,0.03674843,0.08643728,48
350,0.6771984,8.725471,89.4997,16,0.034227468,0.0816845,22
352,0.8597431,9.629856,87.8486,14,0.027813587,0.08747111,26
353,2.7255707,15.194421,88.9118,15,0.06348945,0.0,22
354,2.2653656,14.295124,88.7818,15,0.035299107,0.009230259,24
355,2.571847,15.619622,99.2662,15,0.07820304,0.0,22
358,2.9184046,13.60348,35.789,14,0.03925647,0.061448116,25
360,2.1378498,13.996849,98.1422,15,0.036463745,0.0,22
363,0.80482674,7.9681816,40.6412,13,0.48661825,1.7381464,19
366,1.1196604,11.183628,100.5859,15,0.051067665,0.18113814,21
368,1.1809478,4.064342,49.2887,11,0.37739372,0.7727592,13
373,2.5075283,15.246809,99.077,13,0.124644026,0.38793167,22
374,2.724288,15.561026,98.6303,15,0.07139205,0.04326868,35
375,1.8794107,12.653777,75.8437,14,0.02469565,0.0761167,27
376,1.561985,11.741422,83.5507,15,0.031585794,0.092299774,24
377,3.09194,16.912027,104.1946,15,0.1383058,0.11201634,28
381,2.90835,15.397892,96.0232,16,0.069540374,0.061854027,45
382,2.2876167,14.246695,80.3598,14,0.04890501,0.0491175,45
384,0.51511574,6.385194,85.5499,14,0.056369364,0.1556121,25
385,1.5163631,12.021992,95.6963,17,0.028438434,0.09187695,43
386,0.80075645,9.018594,90.7103,14,0.032846946,0.09222958,22
388,0.9735422,10.175435,77.3865,12,0.043320898,0.09716772,18
390,2.871171,14.461738,35.5713,13,0.048943706,0.040671263,20
391,2.6027565,14.930898,89.4932,15,0.06737238,0.06565732,24
393,0.7675929,8.363123,65.7988,15,0.043102797,0.11429543,25
395,2.6793842,15.589152,92.9358,16,0.06701294,0.105642125,27
396,0.97634506,9.73816,64.2007,17,0.027970096,0.0808106,41
397,2.5587597,14.559829,83.9786,13,0.059109353,0.106182955,21
405,1.8407536,12.596687,79.4037,14,0.04055345,0.14697307,21
406,0.80201244,8.684315,60.0092,14,0.030426528,0.07836432,22
407,0.5769911,7.777698,75.3354,14,0.040828075,0.13663097,23
408,2.3406248,14.480587,95.9862,15,0.046430197,0.09945669,22
409,3.5690117,17.514854,84.5567,14,0.21994828,0.4088346,20
411,2.230135,14.675362,99.5929,15,0.041884392,0.030059107,27
413,2.7384386,14.744883,58.4818,14,0.05224312,0.08417769,21
415,3.1413212,16.098034,53.9801,13,0.10689111,0.21791081,20
416,2.0983248,13.561305,85.5978,15,0.030962098,0.0,20
419,2.5906687,13.679929,46.7918,12,0.03619893,0.07363458,20
420,2.37282,14.100835,79.651,14,0.040673155,0.05979587,22
424,2.597927,14.816381,90.4854,13,0.067509,0.106017396,18
428,1.1114101,8.984108,51.1121,13,0.20440422,0.8299541,17
430,3.0209408,16.473164,98.9321,15,0.10934752,0.0,25
432,1.5631189,10.8086815,52.6546,14,0.023408104,0.07459232,23
434,1.5093441,11.621256,72.118,15,0.61708724,3.292192,24
435,2.6417484,15.473988,95.1776,16,0.055000927,0.019494472,27
437,2.3778267,14.164532,84.1837,16,0.030299664,0.0,25
438,1.9054508,12.596913,54.0108,16,0.026403952,0.08587373,25
440,3.0577927,16.92154,104.5686,14,0.14814493,0.2900911,22
445,2.1902342,14.464576,97.4368,15,0.040346056,0.07772266,24
453,1.4383135,10.659952,52.5649,14,0.024474619,0.07467173,24
457,2.5937576,15.213717,92.5604,15,0.059158523,0.11767859,24
458,1.9593706,13.053944,94.3555,16,0.023992088,0.0,29
463,3.4258242,16.742018,52.8271,14,0.13150889,0.17559463,23
467,1.3955593,11.833442,88.8091,14,0.02937365,0.06323098,19
470,1.5750713,12.322852,91.5101,12,0.028432427,0.08884732,19
471,1.4937887,11.929431,92.7008,15,0.022899475,0.07059688,23
473,3.3493652,16.462008,60.3886,14,0.1109744,0.16768596,24
475,1.1153173,10.32296,78.5361,14,0.026598334,0.08317893,21
476,2.4031763,11.926933,31.1924,11,0.05450882,0.18202402,16
479,1.7436914,12.288443,85.0381,15,0.029036263,0.07744127,21
485,2.4233246,14.6448555,85.812,13,0.049462274,0.022973415,20
487,1.7010612,12.524523,108.1124,14,0.20701838,0.8771492,19
488,0.9510174,9.652003,74.4892,14,0.040959474,0.109547675,21
489,0.7978244,7.698632,39.7132,14,0.034114264,0.063320294,24
491,0.93872356,9.676521,73.6999,14,0.03235298,0.09969181,20
493,3.5283508,17.824759,106.3822,15,0.25925452,0.0,22
494,3.084732,16.728691,98.7449,15,0.13092734,0.1541845,20
495,1.5647135,12.175002,95.9611,12,0.030481266,0.08880982,17
496,3.6812534,18.597298,106.3984,12,0.5336187,0.9447936,19
497,2.3020782,14.082113,75.6903,15,0.045726076,0.11080457,24
500,2.5651836,14.928302,98.201,15,0.048816252,0.0,39
503,2.8959627,15.709507,97.6733,14,0.06646366,0.11395655,39
505,2.6272907,15.292888,88.1709,17,0.059716474,0.0,34
508,2.780981,16.655956,101.97,17,0.10663015,0.0,49
511,2.0849543,13.310726,76.3082,17,0.025275137,0.0,37
513,2.537222,15.032249,91.7184,15,0.046066474,0.061584894,27
515,3.0944042,16.460688,99.5874,16,0.11393359,0.22242536,25
517,1.4111423,10.051599,44.9449,16,0.027833337,0.09646577,30
519,0.96019936,8.107573,46.4673,15,0.117664896,0.42375794,28
520,1.3460503,11.25772,90.066,17,0.04637969,0.15059617,36
522,1.758131,12.778608,95.0589,16,0.031002812,0.07967333,39
523,3.213253,15.417392,48.4778,15,0.07007993,0.15647131,27
530,0.8668127,9.675711,89.3255,17,0.028586827,0.070242316,48
532,1.9619532,14.590434,58.6182,17,0.038766533,0.035420164,44
535,2.4133663,13.604894,100.9295,16,0.07906253,0.3284411,41
539,2.4705057,14.320642,97.594,17,0.036685355,0.04425658,55
545,2.4333782,13.549844,46.6096,14,0.034295805,0.09723616,23
546,2.048293,13.368557,90.3846,16,0.023316666,0.0,27
549,3.1006336,16.382648,100.2924,13,0.10891229,0.18588886,22
553,1.7806625,13.505909,39.4533,14,0.02440114,0.02164515,27
559,1.5010872,11.686544,84.0544,15,0.028086975,0.09176081,24
561,2.2078352,13.860361,95.4023,14,0.035610534,0.086304165,24
562,2.3402386,14.144648,91.6984,15,0.03327035,0.05347912,25
565,2.6912184,13.314799,44.9191,15,0.031670745,0.06090568,24
566,1.5231123,11.079583,59.729,15,0.035490826,0.119238295,25
567,2.174981,13.031528,70.662,13,0.03165582,0.050963312,22
568,2.6110525,14.787582,93.8708,15,0.04930022,0.0,29
570,0.39551115,7.101067,84.2897,14,0.04619433,0.16421923,24
572,2.7089348,15.516936,86.5188,16,0.058762494,0.0,44
573,3.340271,14.655504,24.0714,15,0.062988065,0.19267635,24
574,2.2435732,13.299052,66.5433,14,0.045859758,0.12134881,22
575,0.737957,8.566072,93.4541,17,0.34807217,1.423079,42
576,3.0661526,14.649438,43.5571,18,0.05121943,0.13371195,44
577,2.7193213,13.428931,39.8887,15,0.04141076,0.111114286,39
580,1.3940506,9.791235,40.6701,16,0.029127873,0.08867159,48
584,0.8218708,8.500653,78.3086,17,0.49241284,2.0567484,39
586,2.2557278,14.067784,84.0952,14,0.03367796,0.0,26
588,3.1097527,15.887662,100.5751,15,0.08796341,0.038943037,27
589,0.8586731,9.2010975,78.1982,15,0.030857503,0.06900127,24
591,1.21,11.22477,90.3595,14,0.0442784,0.13406688,24
593,3.1691341,16.09762,50.6984,15,0.09562861,0.0,23
596,2.5905466,15.101217,95.6656,12,0.07309952,0.0,23
600,2.3326998,15.20831,92.3675,14,0.05990278,0.0,23
601,1.8988314,13.482561,90.44,14,0.031534486,0.028748862,22
602,2.933591,14.806692,52.9184,15,0.22461464,0.943642,23
604,0.71156883,9.099275,92.0148,14,0.038016666,0.10691494,22
606,0.8141737,9.025985,89.8425,13,0.30527553,1.3611019,22
608,1.43009,9.707716,39.0486,13,0.03274621,0.09416235,20
609,2.7563858,13.962055,40.7981,14,0.04874954,0.12339128,23
613,2.354168,14.437868,100.6104,15,0.07684636,0.3144291,21
614,1.5111475,11.541608,79.3999,13,0.03280875,0.0958385,19
615,1.0298548,10.182864,78.0826,13,0.037264217,0.12758705,22
618,2.3409119,14.956131,92.1275,15,0.05363789,0.0,23
619,0.9859495,9.545632,56.4089,14,0.028262049,0.089264646,22
623,2.122202,13.6187315,86.7121,13,0.03048443,0.0,21
626,0.68535566,8.0730715,73.8146,14,0.7546879,3.3680212,21
627,2.7697077,16.578783,98.9891,14,0.12573425,0.36801156,27
628,2.0414934,13.623358,79.042,13,0.03473933,0.0,21
629,2.1484995,14.037052,75.7478,13,0.035690274,0.0,21
631,0.7840309,9.472631,93.223,12,0.03172023,0.085616104,18
641,3.6867695,18.685822,127.8845,14,0.5191854,0.94244444,21
642,2.7020817,15.882976,96.0618,15,0.079840474,0.08967997,22
643,3.1967793,15.794315,56.2775,14,0.08197558,0.15848643,24
650,1.0921326,9.936372,80.5827,15,0.3634578,1.5913502,18
653,2.6172562,14.860212,96.8292,15,0.0452327,0.06391084,27
656,1.1003399,10.922435,90.846,13,0.038986705,0.08795136,18
658,3.4216623,16.771595,61.4278,14,0.14157455,0.37182462,20
659,3.0756779,17.497555,106.1951,12,0.19596414,0.0,19
661,2.001977,13.081156,78.5959,14,0.023505492,0.048046544,21
663,1.895997,12.947955,92.2751,14,0.023200598,0.04823489,22
664,3.1570625,15.457747,51.2655,13,0.08618852,0.21398737,22
665,1.1517591,10.420298,72.6161,14,0.030495752,0.1008116,25
672,1.3696461,9.212734,31.5659,16,0.028293809,0.09382455,23
674,1.1389503,10.84142,86.8094,15,0.032215975,0.10631131,23
676,2.4423075,15.258484,97.2454,13,0.062028434,0.10301376,22
678,0.8855791,9.6355715,93.3462,15,0.025306458,0.087050565,24
679,3.434887,17.831907,109.719,12,0.29123747,0.42527038,17
681,2.9942312,14.140112,31.3854,15,0.04299968,0.1313402,25
684,0.7645254,9.247335,93.7109,15,0.035934716,0.08510293,24
689,2.5064802,14.719162,86.9579,14,0.049629,0.116761945,22
690,3.7796783,18.578373,100.2851,13,0.42193803,0.6640364,21
692,2.1550922,13.771126,98.3514,13,0.0325841,0.024553854,21
695,0.97029495,10.28588,88.8641,14,0.02652157,0.0853599,22
696,2.6646519,15.555018,95.8118,12,0.07220388,0.047940493,18
699,0.85252094,8.608932,72.5044,14,0.049834624,0.1469543,19
700,2.3216457,13.661756,88.0458,14,0.03872166,0.07547032,20
703,1.5114985,11.834902,97.793,14,0.04942033,0.19868982,20
706,1.0311089,10.20998,87.6462,14,0.034559138,0.08633134,19
712,2.3162699,14.076483,93.0721,13,0.046215,0.0526496,22
715,2.3502836,14.612261,90.263,15,0.045029424,0.060898684,22
726,2.5028286,15.055345,99.4011,15,0.056600925,0.04943221,20
728,2.5507574,14.679596,91.059,14,0.0473328,0.090700045,24
729,2.5286188,14.887003,94.7385,14,0.047769,0.0766482,25
736,0.8071041,9.590207,86.9845,13,0.036571436,0.06433929,31
737,1.5595675,11.557673,79.6936,16,0.035774056,0.13202424,39
738,2.5006247,14.679131,99.2267,17,0.043408442,0.07017453,37
739,2.7086124,15.824467,100.1932,18,0.06940958,0.0,39
740,2.2733593,14.980825,96.3616,16,0.05062562,0.06996349,24
741,1.0847263,9.475451,55.3356,14,0.026240183,0.070058286,25
743,1.0991659,11.001012,93.0209,13,0.02680551,0.094477564,23
746,0.8854923,6.654032,20.4674,17,0.03233397,0.116461545,38
749,0.9544735,10.304453,95.5541,14,0.03671243,0.12539308,18
750,2.488493,14.697016,96.4788,15,0.059329588,0.117874764,23
753,2.394575,15.379509,95.0836,14,0.08088101,0.124467194,27
756,2.3013163,13.733849,77.7645,16,0.03530996,0.0894635,31
757,2.4819622,14.55364,91.4723,17,0.3655733,1.6316067,56
760,3.028245,14.589073,45.2934,14,0.06394044,0.119442046,27
764,0.6741166,7.7753973,64.6376,17,0.044030838,0.14238016,44
767,2.3127756,14.071208,84.2992,17,0.035964936,0.026449945,46
768,0.86707926,7.650983,49.1284,17,0.06599967,0.29895955,33
769,2.7189493,15.759906,98.9062,17,0.084526174,0.103645906,42
771,2.900298,16.130419,98.9755,16,0.097614996,0.13816896,35
772,1.1606789,10.792911,87.9733,16,0.17214221,0.6638359,33
776,3.0089207,14.188808,31.1473,18,0.040080994,0.120368764,47
777,1.6792154,12.35653,89.0454,14,0.073479645,0.2587775,43
778,1.6640787,12.455327,93.4846,14,0.026219772,0.07884247,23
780,0.7894287,7.3742,47.2996,15,0.038635332,0.12389534,23
783,2.7273703,14.97466,98.526,16,0.060739968,0.14205511,24
786,2.5500078,14.833882,90.8758,15,0.058252204,0.10202797,25
788,2.7592535,16.158827,100.4449,14,0.087526776,0.12368644,24
789,3.1503382,13.3060875,18.062,16,0.047459643,0.17986912,24
791,2.7254725,15.780514,99.6538,14,0.09948623,0.12483225,21
793,3.514141,18.224228,108.672,15,0.24850619,0.0,27
796,2.6332664,15.88472,101.3448,13,0.08850189,0.13546245,20
797,2.648549,13.779484,37.6857,14,0.04798081,0.10653775,19
799,3.0371656,14.367213,36.9509,14,0.046357192,0.115917794,26
803,1.4859343,11.398084,80.6324,14,0.031832,0.10717955,22
811,1.300395,11.570582,97.836,16,0.03549121,0.13983579,52
817,2.1489983,12.658541,72.8147,15,0.03369262,0.11099619,25
818,1.0400219,9.819366,63.9272,16,0.029308796,0.08138715,28
821,1.6685238,11.995635,82.3212,17,0.026282629,0.0824381,45
824,1.1910925,9.738014,52.2636,15,0.027621496,0.06548131,21
828,2.702857,14.086041,50.5566,15,0.040228315,0.097164795,24
829,1.6862078,12.265207,83.459,15,0.03131284,0.09852134,21
836,2.6129704,15.863348,99.9815,13,0.08015992,0.0,20
837,2.1499376,14.158338,90.7404,15,0.03447152,0.04025005,24
838,0.8265257,8.758548,67.3729,14,0.042809747,0.12411698,21
848,2.4329405,14.812206,92.1245,15,0.052620538,0.0,19
849,3.0549412,15.361499,49.6098,15,0.056059163,0.1238737,26
851,0.8752079,8.815827,76.3364,13,0.07079148,0.30457485,22
857,2.904522,16.077347,100.412,15,0.0886131,0.0,21
860,2.3883266,15.366242,101.1746,12,0.097739086,0.11176283,16
861,2.5305443,12.7073,26.2932,14,0.04085734,0.15381838,24
862,3.4907084,16.051077,41.9471,15,0.085542455,0.22942753,27
863,2.2142334,13.605591,96.4556,16,0.026301902,0.0,24
866,3.3437214,12.101368,8.6131,16,0.071717255,0.3534531,27
868,2.8232574,14.994736,56.4695,14,0.050812356,0.0,22
870,1.9068975,12.860872,90.3378,16,0.031707115,0.09703842,22
871,2.5568724,14.617571,97.8973,14,0.16239059,0.64659935,22
873,2.9645863,14.566868,30.2407,15,0.050399456,0.1320085,23
876,2.5081797,15.812289,96.5226,14,0.08426264,0.0,22
877,2.7283573,13.151835,38.1766,14,0.04179553,0.108878665,21
879,2.6117268,15.817232,97.5818,12,0.07151136,0.0,22
882,2.1271954,11.408224,35.3419,15,0.033702552,0.1343614,27
884,2.6103687,14.829759,96.8553,14,0.047532436,0.058990657,23
885,2.473713,15.133171,93.41,15,0.05912526,0.09885534,22
887,3.1357918,17.244673,106.7544,14,0.14356984,0.056088712,23
892,1.6047535,12.227797,97.8353,15,0.025042389,0.077998735,26
894,1.2598734,11.022212,82.3021,15,0.031729165,0.098322265,22
895,1.602047,9.809756,44.276,14,0.034524,0.09779114,19
901,2.685976,15.280541,96.5658,14,0.07500124,0.0,22
903,1.1741648,11.073627,98.7198,15,0.032218527,0.121061526,23
905,2.4031248,15.186127,97.8554,15,0.05794127,0.1525176,24
906,2.2858467,14.237777,97.3194,13,0.04055238,0.06485405,24
911,2.5873175,12.889224,64.5631,14,0.1093594,0.52244914,23
913,0.82054806,9.2240305,80.6311,14,0.028316118,0.07950867,21
914,3.179861,17.116343,106.4487,14,0.15611966,0.1817786,23
918,1.8790655,12.919765,85.9418,15,0.030273383,0.046221707,21
920,1.4761457,10.949696,58.7862,14,0.050618887,0.20048805,24
921,4.1681843,18.504217,90.918,15,0.40175703,0.43620545,20
923,0.8991914,7.2228208,26.767,13,0.066437855,0.15433168,19
924,2.2712803,14.073959,98.634,14,0.032017205,0.0,25
928,2.436205,15.388249,100.4136,16,0.059096374,0.0,49
934,1.3935509,11.925507,87.8869,17,0.032098997,0.11596838,36
942,3.2983341,17.4843,104.3001,15,0.19047803,0.27766883,26
945,3.159008,15.229027,40.8755,16,0.070495486,0.19490042,28
950,2.620533,14.886436,98.9702,14,0.078684784,0.08926864,22
956,2.1115208,13.6407995,95.0875,14,0.031514853,0.03133607,20
958,2.8223944,13.776278,47.573,16,0.030166639,0.021245563,32
960,2.969081,16.131012,101.9041,15,0.103258386,0.17785294,30
965,3.2364473,15.947894,45.1152,18,0.092166625,0.26088667,43
967,0.8417783,7.3715596,46.2718,14,0.073746905,0.257281,29
971,1.0301294,9.630756,59.2771,15,0.028137213,0.06399533,27
972,2.2889767,14.218733,98.0299,15,0.04608561,0.014293653,27
973,1.4014235,10.933928,68.3392,15,0.04180432,0.15515943,27
974,3.1887932,14.746433,37.0287,15,0.059723306,0.13697296,48
975,0.3499999,4.864198,28.6899,15,0.1842658,0.62396854,43
980,2.5478725,14.897843,94.2737,15,0.0549622,0.029470338,43
981,2.7470894,14.156531,37.9787,16,0.04292799,0.099226356,53
982,2.8482924,15.6603565,97.6295,15,0.09188548,0.26991752,33
983,2.2781296,14.058462,92.7373,15,0.040133845,0.0,57
985,1.0837736,9.199288,47.3018,15,0.029516105,0.06376213,27
986,2.50908,14.129333,51.3262,16,0.09271753,0.3804265,22
988,2.466815,14.199181,99.4935,15,0.039931122,0.08773091,23
990,3.086606,15.472551,43.6406,15,0.07108645,0.092181765,23
991,2.4673023,14.330101,43.926,15,0.037404954,0.0213875,26
992,0.69197845,8.60364,87.2727,15,0.032357275,0.10907436,24
993,1.0453358,8.033154,36.347,15,0.040408354,0.14607449,27
994,0.87019444,10.002757,92.884,15,0.02940598,0.10236649,26
995,2.776537,14.540353,39.8125,16,0.0485997,0.11968245,27
996,2.3841724,14.156224,85.4247,15,0.041685276,0.091527365,25
997,3.0172968,15.87783,92.666,15,0.07624633,0.095832966,28
999,1.0285778,8.807683,48.6922,13,0.035083096,0.10686045,20
1000,1.4846115,11.671939,86.7081,15,0.028112985,0.09937512,23
1001,0.88369846,9.526583,72.5658,14,0.03039829,0.07697404,21
1003,3.1903696,17.145552,109.5627,15,0.17469913,0.3138034,19
1005,0.0074853897,4.8649964,128.2837,13,0.5979867,2.3886776,16
