,bp_rp,phot_g_mean_mag,distance_gspphot,visibility_periods_used,astrometric_sigma5d_max,astrometric_excess_noise,astrometric_matched_transits
508689,3.0390139,13.608358,94.203,19,0.088076085,0.34687606,42
508702,1.0450296,10.348651,75.0196,15,0.030671293,0.10436443,26
508713,2.179205,13.677181,98.396,15,0.034430455,0.05790905,26
508750,1.6101074,11.815008,75.6923,17,0.031184547,0.092218295,31
508758,2.5654898,16.068327,99.9462,17,0.08830548,0.10654633,39
508779,2.6367054,15.140139,91.8795,15,0.06353745,0.015622092,28
508792,2.2629118,14.3068075,94.9234,16,0.043649625,0.108559415,31
508800,2.559391,13.888916,80.7249,16,0.037849404,0.057002958,27
508854,2.3923473,13.683765,88.4769,19,0.031840276,0.0,71
508915,0.8673744,10.15828,102.1895,16,0.15078513,0.6950442,28
508917,0.8952217,9.959267,93.6493,16,0.026477683,0.06402943,31
509111,1.2630243,11.416704,96.2178,20,0.035666037,0.11525055,55
509125,1.1218405,10.669108,82.5282,19,0.023985544,0.021511057,56
509147,2.4570293,14.313539,98.9507,17,0.037614092,0.0,50
509152,3.1853485,17.742214,112.7953,16,0.27124766,0.2733615,39
509166,0.6994858,7.5542245,51.1679,20,0.033507936,0.08650743,65
509294,0.76025105,9.594827,95.3459,14,0.03002221,0.06992589,30
509297,2.2479868,13.691963,89.8703,16,0.033238597,0.06497527,30
509306,3.211667,17.037884,104.5234,16,0.13554296,0.22174202,30
509402,0.88470364,9.469323,69.2432,17,0.049878918,0.12979944,57
509548,2.3880157,18.935461,136.6514,12,0.76749474,2.2605162,24
509613,2.5426397,15.277305,90.5373,18,0.05471728,0.0,55
509620,2.6159143,15.683173,89.0604,21,0.056519758,0.06672373,40
509652,3.088173,16.564106,104.498,19,0.11875543,0.44365048,69
509667,2.0150118,12.565173,71.7539,20,0.020855248,0.06540664,58
509669,1.9511261,12.486813,77.2268,18,0.026269585,0.07304492,66
509677,1.1222744,10.220461,71.2224,20,0.021893106,0.078109235,49
509680,1.9494495,12.466077,70.8173,20,0.020103598,0.06367966,59
509691,2.8917484,15.184063,89.4935,18,0.053082146,0.0,36
509712,0.9415674,9.909222,85.1568,17,0.031821027,0.09336728,33
509714,3.009697,14.571517,49.3495,17,0.060323212,0.12987688,43
509719,3.0980854,17.21909,108.2129,16,0.17124169,0.37445918,36
509734,0.87097454,9.51998,87.204,16,0.039063163,0.11083084,37
509746,2.1764755,13.879788,96.1003,18,0.033537254,0.0,56
509805,0.88623905,9.110705,56.2137,19,0.034318585,0.051594805,45
510052,1.864193,12.702156,81.8058,18,0.026776068,0.0,51
510057,2.225298,14.718538,94.2854,19,0.041971434,0.0,64
510317,2.7447739,15.246496,95.7718,18,0.07111228,0.17404157,48
510321,2.6707973,15.603924,99.1516,15,0.08231712,0.0,48
510328,2.997611,16.922815,94.4335,21,0.11915144,0.25117698,51
510341,1.7852726,11.8241205,80.2143,21,0.26441267,1.4319713,54
510344,2.426528,14.724376,99.4664,21,0.038748026,0.0,50
510348,2.9537306,16.932787,99.5856,21,0.110988416,0.0,54
510351,2.684145,16.230066,96.0236,20,0.0678204,0.0,58
510378,1.4244614,11.907588,90.4055,20,0.1805089,0.95271933,56
510395,1.0169725,9.469722,62.6882,18,0.028646486,0.048381478,41
510401,2.627738,15.78103,98.6857,19,0.07416164,0.1370448,42
510435,0.45536995,7.439788,77.9374,18,0.035090595,0.11970379,45
510446,2.162568,13.793532,78.3889,19,0.028617539,0.039442558,44
510685,1.3356314,11.1237135,82.3615,21,0.024459412,0.10142838,48
510700,1.4120636,12.320581,84.904,18,0.023894012,0.034367055,36
510704,2.2574053,13.799978,72.2621,17,0.034000993,0.0,36
510712,0.8562794,8.964909,72.2281,19,0.025685126,0.061268523,52
510721,2.7343607,13.751546,39.0286,19,0.030097552,0.061709538,39
510766,1.7672358,14.481383,87.4446,18,0.03311164,0.0,43
510783,2.4115076,14.295171,96.3776,18,0.03757887,0.061734725,44
510789,1.3662348,7.658037,14.7317,17,0.03726047,0.112311326,41
510793,1.1916037,10.9339285,99.9891,18,0.58117515,2.4415648,46
510800,0.45369387,7.7384033,74.5369,18,0.4951406,1.797405,39
510802,1.0183582,10.093026,83.5723,19,0.3731788,1.8014158,45
510810,2.3674192,14.259674,97.7629,18,0.034802068,0.0,62
510822,1.4604101,11.769795,89.8697,17,0.026831321,0.07413701,44
510828,0.9921112,10.613432,90.9424,19,0.025271557,0.07600448,49
510840,1.1909876,10.5274515,95.576,15,0.1664129,0.5800268,27
510842,2.4117088,14.689053,82.084,14,0.060618438,0.02668658,30
510843,1.1166277,10.859777,84.468,16,0.030229833,0.07026871,33
510846,3.023078,16.598248,103.3642,13,0.13901964,0.074327976,33
510852,0.71152973,8.711345,85.032,17,0.02976394,0.08624923,37
510860,1.5122824,12.123837,89.0744,18,0.32393858,1.7583959,62
510864,1.4299297,11.603949,92.1252,18,0.034097176,0.12590963,48
510867,1.1673374,6.0417147,100.262,13,0.3245207,1.0372764,33
510869,1.4002552,11.216942,73.6289,18,0.035805736,0.1339316,41
510870,1.770894,12.790381,93.7318,19,0.02680043,0.048124768,47
510894,1.3550444,10.126882,49.7501,16,0.025641315,0.055348717,38
511100,1.1872902,10.604732,100.9449,19,0.22071873,1.1077048,64
511142,2.837596,14.6589,40.6119,17,0.04664511,0.107294835,35
511167,1.1120062,10.71252,72.3824,18,0.022043422,0.071211815,45
511192,0.68769836,8.45653,67.4579,17,0.04061849,0.11589218,39
511233,0.7247629,8.765648,70.0859,16,0.03344122,0.097282216,49
511256,2.4732533,15.208625,95.3186,16,0.060397826,0.0,43
511268,0.58730316,7.955311,88.7545,18,0.037124775,0.09790559,50
511271,2.0186195,13.138306,95.5829,17,0.029643925,0.041290414,47
511276,2.4276128,8.2741785,5.9146,17,0.04279744,0.14503162,62
511280,2.251278,13.650744,83.3904,18,0.033504266,0.08302368,39
511281,1.4183598,10.89437,70.8345,17,0.64179426,3.3190522,34
511282,2.8163376,13.444754,35.7839,17,0.027670195,0.061452433,32
511283,2.1280584,13.612511,96.7309,17,0.028360542,0.0,34
511288,0.72947407,9.360044,98.8998,14,0.026053376,0.06908127,20
511289,0.91616726,9.839229,97.8,15,0.027056335,0.075700894,24
511312,0.80181503,8.758077,77.7467,13,0.044535894,0.11344093,33
511313,0.6748018,8.146479,84.8224,16,0.0594943,0.24276341,37
511316,2.3872976,14.811353,82.3378,16,0.043410208,0.07244882,51
511319,1.9913578,13.024988,79.1198,17,0.024713503,0.025793111,51
511338,0.73480034,8.605383,81.9486,16,0.040264796,0.083899766,44
511341,1.8539047,13.035047,88.6251,14,0.031936742,0.02863276,27
511367,2.5342999,15.275896,96.2238,16,0.073067546,0.0,67
511376,2.3233862,15.344026,80.1816,17,0.05030863,0.011163199,46
511378,2.733469,13.50035,94.7297,19,0.03466474,0.10156797,48
511384,0.75503063,8.866299,82.054,15,0.028767755,0.09889846,52
511386,1.1544938,4.385198,64.5802,14,0.25196236,0.7985873,29
511393,2.9630375,16.54821,103.9623,19,0.09838846,0.11013006,54
511397,1.1086769,6.383338,75.3522,14,0.039356608,0.13220385,23
511398,1.108428,10.372735,73.6061,11,0.048245955,0.09900716,21
511416,2.426364,13.827262,83.2227,14,0.08911373,0.26462272,28
511438,2.5378895,14.7085285,98.3346,14,0.05424399,0.06454863,28
511444,2.784751,15.501868,92.8784,16,0.07062812,0.0,50
511447,2.2107038,13.266046,77.1086,16,0.02701961,0.03387085,32
511451,2.4380465,14.335679,91.8268,16,0.041835554,0.0,28
511457,3.3911247,16.259233,50.4719,16,0.095805205,0.0,35
511459,1.2210464,9.784205,71.34,16,0.16069883,0.75550914,31
511462,0.73554134,8.516419,71.031,15,0.042145457,0.09489314,29
511464,2.4348402,11.735256,28.959,16,0.049399253,0.19798142,30
511512,2.510025,14.726121,87.1183,21,0.04533679,0.0,53
511604,2.6963892,15.56089,87.8655,18,0.06282452,0.08613706,41
511610,2.8903513,16.314209,95.6683,15,0.13212459,0.20101587,31
511611,2.3689432,14.565297,89.2936,16,0.05410289,0.078780815,32
511617,1.2439346,11.108045,97.94,15,0.033441722,0.11407322,26
511618,0.09411335,6.1935024,91.7944,14,0.08241704,0.21566316,26
511621,2.04391,13.090364,72.3605,15,0.029251644,0.0,33
511622,1.4252968,11.6115055,91.9799,16,0.036355924,0.123348504,33
511628,1.3794127,11.046817,71.252,19,0.02729495,0.0930415,44
511634,1.1630826,4.9605885,77.6281,16,0.17733088,0.64042187,39
511647,2.8170872,15.865072,96.5874,18,0.07457481,0.0,55
511648,1.0227337,10.471869,90.4171,15,0.029079653,0.09625901,40
511661,1.3448458,8.910381,38.8961,15,0.03158145,0.07670622,30
511670,2.427106,15.293409,97.9695,15,0.085631385,0.1663157,27
511671,2.8536034,16.129826,99.7814,16,0.089423284,0.0,30
511672,3.5962563,13.885518,13.9843,16,0.084820054,0.3427703,28
511699,2.3724184,14.787253,96.404,15,0.05045261,0.0,29
511701,2.2537537,14.203069,84.6807,16,0.038676757,0.06250448,30
511710,2.736454,15.895614,91.018,17,0.0719668,0.0,59
511714,1.7071428,11.918727,70.88,16,0.034938492,0.08757944,29
511721,1.1824036,9.729419,50.8378,16,0.029011719,0.07269517,27
511722,2.755991,16.337975,93.1036,15,0.0962932,0.0,35
511733,0.927619,9.352023,78.6345,15,0.17862138,0.65778965,31
511735,0.7193923,8.4291315,71.2056,14,0.044220153,0.09428907,25
511740,2.7727432,14.356335,41.7297,16,0.038006686,0.051335257,35
511758,2.510538,14.083382,92.0391,17,0.042377006,0.0,52
511839,1.9769955,13.139706,95.2166,18,0.023548566,0.0,39
511844,2.220006,13.824834,89.6161,17,0.03243703,0.0,35
511856,3.188367,14.616123,31.8583,18,0.050575845,0.14451633,42
511905,2.2727985,13.714298,71.5672,17,0.024224479,0.0,56
511920,2.9396334,14.606684,99.191,16,0.04828975,0.12437943,46
511942,2.884244,15.779794,97.5503,18,0.093044326,0.27888906,38
511945,2.7267256,15.180886,102.8037,15,0.06296925,0.10515375,56
511948,2.841505,16.333921,99.8461,16,0.09848816,0.1408451,47
511953,2.393075,14.358579,89.6306,13,0.049720295,0.11085867,30
511956,3.0208626,14.674607,93.0222,16,0.046963185,0.10999213,41
511959,2.5297976,14.128963,94.3506,16,0.2610587,1.0313262,34
511982,2.6284637,15.262652,97.4549,18,0.05806685,0.09374634,45
511988,0.7245989,8.606432,68.3007,16,0.04187277,0.08745066,37
511991,1.9821615,13.253583,95.7056,16,0.0255489,0.029278703,54
511992,2.3829556,15.354611,89.0326,16,0.05407765,0.0,48
511997,1.8083372,12.7428875,94.8208,17,0.024307413,0.065523766,51
512020,2.4517002,15.079027,86.9213,19,0.069559105,0.07038235,47
512022,2.2413006,13.373876,71.93,18,0.029736044,0.0,56
512033,1.0382738,10.646781,92.4689,16,0.025500396,0.03865902,30
512035,1.3451605,10.906913,59.6675,15,0.030061284,0.05987594,28
512229,2.4210653,14.290367,92.2939,17,0.09366364,0.35245153,43
512311,1.288022,10.599366,65.8056,18,0.03434585,0.04467113,68
512464,1.0526628,10.776796,93.9885,14,0.03624312,0.0992899,27
512471,2.362749,13.818352,79.2048,19,0.031103687,0.0,46
512509,2.5347166,14.896266,93.2574,17,0.04950948,0.06776227,44
512514,3.2234602,15.944485,49.2361,16,0.10996281,0.14357439,29
512515,2.482315,12.645096,36.4427,17,0.03748897,0.14089389,43
512523,3.511386,15.066151,25.0241,16,0.066620745,0.22499017,38
512524,0.84743834,8.111377,90.019,14,0.062118504,0.148909,31
512528,2.954093,16.778715,97.8323,17,0.12388021,0.0,33
512533,1.7724037,12.555431,87.6985,14,0.028777132,0.07217641,20
512540,1.5536346,12.169321,92.9865,19,0.024573123,0.05659758,45
512541,2.5755548,16.218035,99.5805,18,0.1075393,0.15112066,48
512547,0.60758305,8.408137,91.4625,15,0.037774187,0.08456956,62
512549,2.0803213,13.339612,85.9313,15,0.026079727,0.0,51
512554,2.858879,15.765356,95.9657,16,0.066968545,0.09512856,61
512556,2.3595152,13.693552,83.6725,15,0.03872158,0.13250694,31
512561,0.5256276,7.595246,70.2569,17,0.059901115,0.15031846,36
512575,1.4115572,11.88519,98.8471,16,0.030203763,0.093246125,28
512600,2.9217224,15.912715,100.27,15,0.13066486,0.38821715,29
512602,1.4144449,10.577472,58.1815,15,0.02835356,0.042450983,26
512614,2.6290827,14.635369,95.9031,17,0.05140639,0.0963805,35
512624,3.0564232,16.116743,95.7569,15,0.102459304,0.10454692,29
512637,0.85149384,9.102431,95.8719,14,0.03284296,0.07136007,31
512640,0.98905945,10.320523,88.0818,20,0.026435936,0.04134662,54
512696,3.0666065,15.763373,98.5859,21,0.06918153,0.1507987,58
512707,2.7932968,15.289634,96.0376,20,0.059922032,0.0747343,56
512858,0.9105005,9.320853,69.7798,18,0.029525833,0.0,41
512960,4.532854,18.047935,113.7871,18,0.25838783,0.43519658,69
512987,1.272171,9.653252,43.4927,21,0.026094118,0.0,48
513048,2.2171278,13.646226,81.8679,19,0.032945063,0.0,52
513189,2.0220938,13.862748,90.4991,20,0.14446153,0.6747696,54
513260,2.675149,15.240191,90.1338,18,0.05800318,0.12428817,35
513261,2.334218,14.299266,93.7488,17,0.04310639,0.0,37
513263,0.42043114,7.079173,87.7724,17,0.045136936,0.15961,36
513271,2.4033508,14.0701065,86.4777,19,0.029415006,0.05883716,55
513282,1.4135342,11.472167,90.2509,19,0.03976373,0.16318785,41
513286,2.6392813,15.0450945,99.1781,18,0.053367943,0.06703079,39
513297,2.139905,12.977281,78.4465,19,0.023707407,0.076903954,40
513300,2.0973358,13.01044,73.545,19,0.024456002,0.052605916,40
513334,2.7733936,15.472875,95.4444,17,0.06387929,0.0,41
513340,2.1158152,13.16204,87.3023,17,0.025765948,0.025738165,51
513343,1.7666111,12.623296,93.5917,15,0.045276403,0.16302903,37
513349,3.2224112,17.258478,111.2761,15,0.1460628,0.0,43
513393,2.2929764,14.11061,84.4923,18,0.03227129,0.008020387,49
513397,1.1813507,9.44624,46.888,19,0.024925975,0.056082316,38
513400,1.3040123,11.676171,97.4407,18,0.039315604,0.15077612,60
513406,1.1453972,10.368717,70.2416,17,0.026602883,0.090122975,36
513407,1.3989801,11.845097,100.4567,13,0.03358352,0.10631562,32
513411,2.0599785,13.854327,90.2866,15,0.031359307,0.0,30
513413,2.5565472,15.035252,95.2316,17,0.045759913,0.043367002,41
513414,2.5691814,14.996288,98.1793,15,0.048716858,0.023026811,42
513417,1.7453918,12.054558,74.4514,13,0.030888755,0.045139126,20
513418,0.5605283,6.756927,46.7138,13,0.17674866,0.71712714,20
513424,2.448124,14.096571,84.9172,19,0.032992315,0.0,46
513430,3.469595,18.148136,107.4225,19,0.28330868,0.6005928,49
513509,3.0955935,16.929602,102.1847,22,0.11268135,0.053767625,50
513513,2.6214666,13.612991,94.1043,20,0.032224704,0.0,46
513531,1.0424013,10.977849,93.6208,21,0.027901344,0.09837282,55
513537,2.890005,15.506635,94.0561,20,0.05627436,0.0,67
513551,2.7851105,16.24159,102.3704,20,0.074854575,0.08678258,51
513554,2.832263,14.983297,89.1491,19,0.052575853,0.0,56
513574,2.522398,15.155584,94.2627,18,0.0438959,0.0,49
513580,1.156703,10.646846,85.1788,19,0.01956753,0.05251476,50
513586,0.8130541,8.898496,82.5065,16,0.027743269,0.064729236,33
513616,2.604539,15.140175,97.4547,18,0.044350415,0.0756103,40
513618,2.4706726,14.015245,90.7638,17,0.04118218,0.08107188,38
513620,2.5958118,15.705695,91.8088,20,0.060278375,0.10342884,67
513622,2.9532223,16.41106,98.0208,18,0.07472827,0.0,42
513644,2.695383,15.00631,101.1099,17,0.04668722,0.09696393,57
513671,2.458931,14.302105,87.3731,18,0.039416388,0.02843693,68
513681,0.56273174,7.5774384,82.8751,16,0.03287163,0.13056268,49
513682,2.1186209,13.5517645,79.3702,17,0.027555123,0.0,48
513684,0.6216593,7.4366083,78.233,15,0.045318387,0.13769613,27
513692,0.90998554,9.387561,64.6031,16,0.026196968,0.06601752,30
513706,0.9497309,9.76543,77.3851,14,0.039386548,0.07530024,25
513873,0.9936886,10.809132,99.7197,19,0.027535327,0.0633138,68
513961,2.5467167,14.216137,75.8518,20,0.03387435,0.048558585,44
513971,1.5780258,11.799926,78.1111,21,0.033077907,0.15116152,57
513972,1.0812836,4.400192,65.5146,17,0.21621965,0.8110842,44
513974,0.7768917,9.26296,88.1963,19,0.023765473,0.083824694,59
513977,0.18274117,6.599596,94.3429,18,0.04940984,0.19408295,63
513991,2.9090376,16.84877,107.8957,19,0.15737475,0.4255298,54
514012,2.5260487,14.516076,81.812,19,0.034063727,0.009872759,51
514014,1.1729116,10.07548,65.2879,20,0.025022622,0.06631989,54
514031,2.0100956,14.023878,99.4056,19,0.029672982,0.0,60
514037,2.7661324,16.186481,97.6538,18,0.0783496,0.0,39
514039,0.6786485,8.375808,69.0495,19,0.034510102,0.10882272,48
514095,0.7024698,8.852117,95.7726,16,0.03130814,0.08971927,55
514097,2.7311335,15.424413,90.5299,16,0.06412848,0.14382069,42
514126,1.9673748,13.091662,93.4527,18,0.087100156,0.3968471,40
514127,0.7889185,8.380803,60.3371,16,0.03730941,0.10689316,30
514128,1.1643734,10.378867,71.6433,17,0.022953257,0.08613027,36
514135,2.2865314,14.391988,77.7063,18,0.036559213,0.0,58
514150,2.114397,13.282664,76.4705,15,0.030328915,0.026759636,23
514158,2.9088411,14.119314,92.2455,19,0.043548826,0.13743028,42
514166,1.9487495,13.081906,89.6338,19,0.024108795,0.028722249,45
514173,2.797143,16.371048,98.9573,13,0.12282548,0.065991476,26
514175,1.1941576,10.447796,91.5035,13,0.04590477,0.11929415,26
514184,0.84499454,10.017252,97.7576,15,0.04705555,0.12978174,33
514192,1.058846,7.0565476,22.4902,16,0.07924597,0.3852443,50
514195,0.8076582,5.215097,12.8827,14,0.11671922,0.46850103,28
514202,2.5973358,14.693003,83.8081,14,0.06325938,0.12400542,27
514217,0.91226864,9.551036,73.2156,15,0.029277246,0.07395267,31
514219,0.9633608,9.36157,66.2963,16,0.025060806,0.061686695,33
514229,2.605672,14.41456,98.5268,16,0.05161616,0.16670541,31
514231,0.8409004,5.6807013,79.6092,14,0.06750069,0.19235513,27
514233,1.947217,12.461798,75.1741,16,0.029101148,0.1008459,47
514240,2.7972155,15.921321,100.1076,16,0.082493715,0.11295397,30
514241,2.388713,14.397906,94.9029,16,0.03843698,0.0,32
514245,2.738924,14.490551,90.7156,15,0.06604399,0.22592105,28
514246,3.6221828,18.098722,103.2113,15,0.3006285,0.0,25
514282,1.3628674,11.574991,92.167,21,0.029049562,0.09557787,54
514382,0.80151176,8.827889,75.4,17,0.027592624,0.0,47
514435,2.131504,13.727838,94.0657,22,0.026738677,0.0,80
514446,2.6096878,15.566278,87.7392,19,0.052331913,0.10359016,42
514449,2.9790545,13.56659,98.9264,19,0.031519406,0.13508178,65
514464,2.125061,13.543409,86.6539,21,0.023930857,0.043924123,50
514468,0.53048277,6.213759,50.5404,19,0.043046568,0.1798799,46
514517,1.0988245,10.814144,96.8322,17,0.023525968,0.042165905,31
514550,1.4398174,11.68271,83.217,18,0.026183078,0.09733764,45
514551,2.0024729,12.812112,65.1745,17,0.025006536,0.09020169,48
514569,2.4560976,14.233178,79.6931,18,0.039819296,0.04798071,39
514570,1.8175907,12.623132,75.0722,17,0.027670182,0.061098203,45
514667,0.7195606,8.790965,66.5105,19,0.65295,3.2040844,58
514932,0.8229828,8.849345,57.8601,14,0.038543068,0.10768319,26
514956,1.3942089,11.513352,82.6543,15,0.035465803,0.0910375,32
514962,1.701725,11.648713,91.6503,16,0.08745777,0.37099642,29
514988,2.6973305,12.351769,30.1445,17,0.038050376,0.120087884,52
515023,2.8862295,16.272663,102.3858,18,0.09997543,0.13186042,44
515025,1.2059336,10.874228,73.5311,19,0.029197289,0.0906973,49
515029,3.124981,16.785221,103.2795,18,0.13931559,0.34039003,65
515032,2.7350368,15.068038,99.2456,19,0.048641197,0.0,49
515134,0.87965775,9.791874,93.0294,18,0.041697927,0.11805882,54
515163,1.9142675,12.77191,87.7431,20,0.02848154,0.0,66
515315,0.9265442,10.321111,89.2648,19,0.026601141,0.036680833,46
515448,0.360435,5.878305,83.4333,14,0.080678426,0.2815418,36
515618,0.7719984,8.642353,72.5229,17,0.034123573,0.018786531,61
516004,2.9300413,14.385802,34.7096,15,0.04905432,0.1221846,28
516013,2.6966686,15.647166,101.0132,15,0.07977048,0.115973696,26
516017,1.9187498,12.798986,74.9892,16,0.025894627,0.07045189,33
516024,0.549448,7.3075294,81.6995,15,0.046993546,0.1566716,31
516028,0.9599037,9.567812,94.362,15,0.029749546,0.064642325,32
516116,1.0127001,10.6315155,88.0681,20,0.024988849,0.0,54
516140,0.5790286,7.682841,74.0015,17,0.044764593,0.11653281,59
516141,0.69281006,6.9896092,80.1681,14,0.06197581,0.20442083,43
516317,1.9082623,12.661456,81.1723,19,0.025674429,0.0,46
516341,2.4346533,15.494692,106.3077,18,0.15307632,0.6447457,71
516604,1.0683203,10.149457,95.5196,19,0.031558044,0.1114065,51
516607,0.8071456,6.571881,46.6129,16,0.03355648,0.1067921,41
516613,2.542673,14.799546,92.4125,18,0.09624482,0.43117675,49
516622,1.7256365,11.892117,73.4776,19,0.08351486,0.36064246,49
516623,2.4826212,15.095962,99.9197,18,0.3319008,1.768316,67
516625,0.91534233,8.648996,55.5764,20,0.028312499,0.11828783,58
516634,2.8259792,15.292584,90.9104,18,0.05700582,0.16195859,60
516636,3.6499138,18.06555,118.9724,14,0.3375727,0.6780933,44
516638,2.7036953,15.5282135,95.6197,18,0.061766524,0.0,46
516640,0.98816204,9.971032,79.5031,17,0.04654388,0.14798684,41
516641,2.4932947,14.254619,88.1713,17,0.24708341,0.98414487,42
516658,0.8127165,9.37251,90.6877,16,0.0307021,0.07712253,28
516687,0.9524002,10.450205,90.4848,18,0.021035135,0.054516185,48
516693,1.054162,10.170747,73.1797,19,0.028858861,0.078468814,47
516699,2.8255692,16.857872,104.9265,18,0.124438696,0.18342358,41
516700,2.300376,14.312152,75.6295,18,0.041269414,0.051964305,45
516704,0.72367954,8.932874,96.8843,16,0.031976406,0.112786405,45
516706,0.85026455,8.835368,90.1501,18,0.62350255,2.9523082,49
516715,0.986331,8.685185,53.1426,16,0.06117689,0.1933785,43
516727,2.4992352,15.392573,99.4318,18,0.07902038,0.113808446,39
516732,1.958745,12.804055,73.7567,17,0.03772613,0.14294207,32
516743,2.897213,15.840424,93.0899,16,0.08055338,0.12690212,38
516744,0.9637537,10.2509775,98.8037,16,0.032434143,0.10351417,53
516747,0.9671869,10.202962,98.0633,15,0.040505808,0.11178968,41
516755,0.8790302,5.8338356,15.2357,17,0.055112556,0.19099498,40
516759,2.7640266,15.514109,90.8386,18,0.06673847,0.099971905,45
516762,3.2166777,17.259098,104.6225,18,0.16227753,0.15537173,50
516768,2.8627243,11.374842,10.0983,18,0.07658489,0.30771807,41
516769,1.0600224,10.866806,92.4866,16,0.029720284,0.11371913,52
516770,0.8755255,9.956066,98.2997,14,0.029925657,0.08064665,23
516771,1.9615974,13.415622,96.7514,14,0.02514464,0.0,23
516780,2.7035427,14.846446,94.5639,13,0.09473183,0.08445516,24
516781,2.4568386,14.570233,97.6161,15,0.044055194,0.038337935,27
516784,2.6699667,15.284527,87.3526,15,0.058686573,0.07458414,50
516786,2.0160284,12.75488,72.9026,15,0.035556696,0.043791384,41
516790,1.9396362,12.1560955,56.6878,15,0.028233338,0.06430566,28
516800,1.8087025,12.747369,96.9113,17,0.032018572,0.028629677,66
516805,0.9439454,6.96621,47.4772,17,0.034604028,0.09149913,63
516844,2.5885592,14.391297,91.7477,16,0.043351088,0.070539854,32
516846,2.6797,13.271372,28.1839,16,0.032680128,0.08605262,36
516849,2.4319897,14.935329,99.4291,16,0.047776766,0.0,27
516858,3.9357414,18.99198,117.7865,16,0.48798865,0.9072411,28
516898,2.585186,15.243323,96.9452,15,0.062820144,0.095803365,30
516900,0.6055088,8.704584,95.738,16,0.04012463,0.14043874,23
516901,0.69345284,8.894078,95.6739,16,0.041429617,0.15303414,24
516910,2.1390686,13.209364,72.7715,15,0.05808354,0.17754376,29
516916,1.2274599,11.440993,88.0386,16,0.03067105,0.100263506,26
516975,0.8875265,10.098806,96.0137,20,0.0988863,0.41768956,52
517064,1.4129572,11.201612,65.3975,17,0.037353497,0.11450439,42
517174,3.5308437,16.569284,47.4309,14,0.15677106,0.20785153,25
517199,3.2051353,14.701335,29.2618,15,0.05803324,0.1088321,34
517225,4.464262,17.610632,104.7202,16,0.24015833,0.7531861,49
517247,2.2962332,14.023799,92.4477,18,0.050518148,0.14539815,40
517252,2.9641333,15.627494,90.2051,17,0.079134464,0.02651572,45
517262,0.790411,8.790384,64.1769,19,0.029712955,0.085605405,50
517264,0.8464985,8.445414,82.0271,18,0.029561749,0.09121917,55
517265,2.4462395,14.047665,79.905,19,0.036108695,0.03115334,58
517267,1.4465342,11.825131,89.5941,16,0.029437402,0.11300601,48
517268,2.4484482,14.677602,97.0705,16,0.0456088,0.07086579,46
517270,4.2731323,18.692844,115.7112,19,0.3981994,0.9449514,54
517276,2.8844843,15.643202,92.8299,17,0.07158025,0.07811618,43
517287,1.280757,9.838133,44.9582,16,0.025334122,0.050664444,29
517291,2.2669497,13.672856,83.9605,15,0.034549348,0.0,27
517298,1.8522215,12.74235,81.6366,17,0.025080558,0.027272543,49
517303,1.8206253,10.504663,80.4991,15,0.028047448,0.063190505,46
517304,1.9675102,13.539747,93.4136,17,0.034129098,0.0,43
517305,1.2935638,10.868547,86.4941,17,0.082147665,0.31707138,52
517314,0.71287346,8.7001,78.5495,16,0.037837073,0.09670191,47
517318,2.418785,13.817093,77.4019,17,0.045765232,0.06194762,37
517321,2.4652863,13.710848,75.3538,18,1.0345831,4.9237657,46
517330,2.3621826,14.206188,85.4449,26,0.028175922,0.0,48
517334,0.1020093,6.977365,99.9519,27,0.033729594,0.19937843,48
517335,1.073039,8.833532,60.7203,26,1.1147625,6.450034,48
517342,1.0545168,10.585511,94.8942,27,0.020793363,0.0638753,46
517523,0.91668797,9.744767,88.8506,18,0.047282953,0.20506117,74
517543,2.8251028,16.481096,97.0433,16,0.11801231,0.15748258,53
517579,1.4893761,10.871537,75.6489,15,0.120289914,0.5851301,30
517580,0.5193701,6.8030596,56.1947,14,0.040311642,0.12698178,30
517595,1.1479645,9.855092,57.0175,15,0.02726702,0.039305776,31
517596,2.4885054,9.495382,8.5053,16,0.047137566,0.1836205,28
517599,0.844017,9.013472,65.3443,16,0.024216263,0.07098624,51
517601,2.5466223,13.516257,77.5972,16,0.03296218,0.036796484,41
517602,2.9093895,14.427479,45.2285,16,0.04117432,0.078274116,30
517607,0.64833784,8.401756,84.8096,14,0.11463658,0.35971248,26
517609,2.3990765,14.114142,83.5393,16,0.035212167,0.0,30
517610,1.4773092,11.953857,93.9998,16,0.024451593,0.05878042,31
517627,2.5476675,14.658676,47.3723,14,0.050612554,0.040597536,28
517628,1.1709476,8.410749,28.1096,16,0.03603982,0.08965288,28
517636,1.2248459,11.129044,97.7912,21,0.034406397,0.10868952,51
517819,0.8476515,9.675093,89.9625,18,0.02382586,0.054102264,44
517825,3.1366005,15.689329,90.6687,18,0.06936744,0.1547634,50
517828,0.8341732,7.7944703,60.3669,18,0.033915956,0.09817418,42
517829,2.5878763,15.932764,93.3123,17,0.071989834,0.10127063,40
517830,2.8356085,16.028383,101.1728,17,0.09329246,0.14851142,40
517832,2.6945047,15.794319,99.2709,19,0.06880536,0.11296984,45
517835,2.266716,13.936658,88.3285,18,0.027765708,0.033495102,70
517840,1.166667,10.78669,81.6083,15,0.03032104,0.09452578,51
517853,0.4534135,5.6137977,101.1915,18,0.93309504,4.3640013,50
