bp_rp,phot_g_mean_mag
,20.33997
2.053749,20.378021
,19.635778
1.394167,20.300455
2.0541744,20.08024
,20.59736
2.80933,15.183324
1.5384636,20.683859
,20.615725
1.7616348,20.52123
2.084505,20.094795
2.062439,19.264805
2.2459908,20.514578
3.3519154,17.680033
2.3244781,20.742823
1.4896431,19.577456
1.8310032,18.775845
1.5997372,20.403698
1.7914677,19.867462
2.3771172,20.658457
0.3914585,20.700058
,19.319067
2.9463673,15.039987
2.5825024,13.229796
1.3222027,19.997541
0.27134132,20.173265
,19.86541
1.2366238,19.838654
,20.014412
1.4691467,20.06423
3.0263977,16.377298
,19.47165
2.514019,14.029682
1.4728985,20.174976
1.5228806,20.09051
1.9044628,20.40338
3.1512966,16.809177
2.020502,12.1670065
1.9308529,20.25204
2.1139297,20.830479
1.4488134,8.926487
3.1567364,16.733728
2.545188,13.536666
2.5727634,14.169923
2.1589413,20.060036
,19.648487
1.1543674,19.910816
1.5064354,18.968872
1.3939476,18.875395
3.6836128,19.08059
,19.4342
,20.667625
2.207344,19.332397
1.6652012,20.40644
1.5355606,19.003334
,20.299376
1.4160843,15.697137
,19.940449
1.8114128,18.011978
2.9368372,16.622992
0.9470568,10.346379
2.0047894,20.890759
2.0716085,13.163501
3.1188078,16.634253
2.8399773,16.026253
3.622694,17.109018
3.002201,15.874954
,20.884745
2.2803593,20.208553
2.1907463,18.41702
0.29841852,7.8721323
,20.520187
,20.770596
1.2145443,19.959038
1.391243,20.966536
,20.133556
1.9099483,20.837248
,20.484875
1.9218616,20.419731
1.5801277,10.413137
1.2035112,10.342365
0.99666786,20.955894
2.5905685,18.986628
2.9646492,15.883113
2.4563398,14.063576
0.85149,20.647678
1.0331059,20.902773
,18.847956
,18.149363
2.0694542,19.6249
3.4843702,16.462461
2.0466995,20.623606
,20.468513
1.4463997,19.59756
2.320715,12.587385
,20.329592
1.4556789,19.638565
2.7075386,15.01774
1.4329891,19.85204
1.7068863,20.803488
,20.52673
,19.938175
2.933013,14.630764
3.1516647,15.941576
2.414425,20.41285
2.4782286,14.086212
,20.000776
1.9895058,20.902702
1.5244198,19.8892
0.69309044,9.0369425
1.7359009,19.861887
2.4820719,13.846329
0.9957924,19.087484
3.0880432,15.834008
0.8933029,9.236293
1.9988537,20.428701
1.9569683,20.026556
3.233263,20.684546
3.0986795,15.895323
2.776348,13.016569
-0.20389366,14.141534
2.1684618,13.941598
0.948452,20.324074
3.1331234,17.00679
2.5481062,14.163371
1.5579472,11.974809
2.3572283,14.316245
1.7095222,19.945791
1.357336,19.059004
1.4549217,20.841524
1.5232353,20.253733
1.7160263,20.841042
1.4143486,19.972437
,19.987148
,20.316025
2.3874226,12.71566
2.7049599,15.195531
1.0622864,10.632892
1.8625431,20.96041
2.4534302,19.011452
2.5964298,14.8219
1.2944279,20.30871
2.4673538,14.0547905
3.0295753,15.674197
2.4545002,18.773212
1.700882,20.514963
1.5637455,20.548113
2.2168856,13.87554
1.7138634,20.32688
0.81001854,8.99734
2.0010376,20.199749
1.645134,20.363028
1.2444668,19.183325
0.95950985,15.063517
3.177024,16.37436
,20.322496
1.4465237,20.036367
,20.771307
1.8917084,20.802776
,20.622139
3.1054077,20.06409
3.3416195,17.113966
2.2896576,20.771467
2.8731852,15.342217
2.8270664,20.476673
1.0199947,18.939293
,20.44507
1.8144016,18.83618
2.200611,13.176102
2.172882,19.909805
2.922038,14.580463
1.5984974,18.79258
1.883913,20.730442
1.199892,19.400646
,20.630684
,20.566648
2.3028889,20.624748
1.1263237,18.560951
,20.570135
1.8296757,20.473293
1.5118484,20.69093
2.1628761,20.740204
1.9204502,20.63702
1.5838604,20.812262
2.3889904,14.735848
2.2580252,13.402256
1.8157063,20.352264
1.5525856,20.079702
2.598013,14.976736
1.2837114,10.822723
1.5019264,20.788195
1.7378483,20.179214
1.6267262,20.872004
2.5535927,13.940432
2.8041325,20.049215
1.8231392,20.685925
2.2067928,19.886982
3.3334293,15.635769
2.4621124,14.543815
2.408186,14.122029
2.7532635,20.036213
3.6747417,18.336302
2.9901047,15.459589
2.3961391,14.510493
2.5288916,15.389353
3.4189472,17.54524
0.77686596,9.06338
1.8597584,19.431465
2.7170715,20.532942
,20.497702
2.723133,14.414334
2.2076368,13.968644
-0.12924671,15.450502
,20.571997
3.1108332,16.933434
,20.918922
1.4040661,20.045631
,20.16446
,20.227133
1.7000122,19.809029
1.490757,19.224455
0.8322544,12.108886
2.1243248,20.02332
1.1290665,10.427727
0.795516,9.578479
,20.382523
,20.061665
,19.23991
1.6363754,18.99346
1.5142021,20.161783
,19.985111
1.1414509,20.20379
3.1548615,14.807975
0.6913514,7.4529133
1.0333023,19.626938
3.339117,17.069504
1.4613724,19.974274
2.187293,12.971405
2.0053787,20.341518
4.3522377,18.728283
1.9126072,19.296492
2.536518,14.9793
1.656332,18.641708
3.881277,15.121303
0.19448853,16.528505
1.3978653,20.67588
1.4128723,10.726372
1.6099586,18.805601
,19.085844
4.3408813,18.026827
,20.301178
,20.665989
3.3737583,16.529362
1.6389732,19.718998
2.772171,19.827368
1.4473648,11.480249
0.6629505,19.164536
3.6536446,16.946012
1.5722237,20.788958
,20.548548
2.1003857,19.508204
-0.20666027,14.720112
1.0818405,19.767296
2.4867096,18.774803
1.8482056,20.805162
2.614996,20.610355
2.4844809,13.852947
2.0237541,12.983049
3.0087347,16.22391
1.2248478,17.36045
2.3877964,20.356682
1.1213856,11.687053
2.7691288,20.01107
2.7950115,15.218883
2.5706291,10.369746
2.7732983,12.007314
1.9532576,13.267312
3.5721817,18.041895
2.9838934,15.331223
1.5034409,20.975885
1.3878269,20.090504
1.5757694,20.3368
2.8868122,20.558424
1.8280525,17.82487
,19.96105
1.7383137,19.663399
1.4000816,19.9979
2.6724634,14.843819
2.7127018,14.848681
1.2228832,19.718958
1.0009995,20.827755
,20.369822
3.0330172,15.237635
2.0099716,20.601967
1.442934,20.92649
3.6755142,18.235525
0.81522655,9.482874
3.0007029,16.664059
1.4706993,20.32281
3.147562,17.400316
0.8810234,20.92059
3.3981571,16.774426
1.9344482,20.91486
2.3688478,14.888955
2.2269773,13.458748
2.877365,14.543177
2.1240406,12.979609
2.5328789,13.970632
4.080843,18.21726
1.8220196,19.584978
,20.071878
1.5090027,19.720509
2.098978,12.209335
2.02038,20.184258
1.967598,19.689463
1.6743069,19.720387
2.7899332,15.40053
0.78858566,7.4309916
,20.256456
1.9185123,19.262041
3.1407967,16.74029
2.5999117,15.129734
2.533104,13.880682
1.386919,19.785013
3.5354729,18.56656
3.5782757,19.307962
1.7921915,12.789047
2.8069696,15.646248
2.9702244,15.510365
2.7223406,15.396203
1.1504555,19.818064
0.99082947,19.749134
1.8487587,20.622463
2.2059555,20.697783
1.6610184,20.571398
1.0417042,18.81663
1.755003,20.68536
1.0673523,20.909464
,20.186556
2.533638,14.820472
0.8085661,10.030768
1.4637127,18.255608
1.6027327,11.442344
1.362896,19.938665
1.6746616,20.333933
2.5003223,15.261389
0.73151207,20.739384
3.0485992,16.618938
0.970191,9.384502
1.4665165,20.244267
1.0272083,20.40397
1.4494953,18.947351
1.2126484,20.326069
1.4318771,19.548546
,20.127518
3.3095293,16.341927
0.79089737,20.671232
1.0479946,19.447176
0.48677635,16.85829
2.5795746,19.579378
1.299263,20.87567
0.8314476,19.153967
,19.385365
2.1340914,12.219108
3.2311344,16.275297
2.295474,13.755906
2.584077,15.025928
2.9334135,16.909473
3.0240526,15.969053
0.55621815,7.099468
0.8915014,9.394374
2.5918627,14.145774
,20.53124
2.5753613,13.788847
,18.840986
1.4692707,11.00236
1.6978569,20.575342
1.6347752,20.047308
1.4135151,20.085953
0.6488414,4.724643
1.8831005,20.107582
2.8204002,15.53477
1.9381771,19.966805
1.0433769,19.952953
2.8194408,15.309607
0.64162827,20.759306
2.331647,14.187542
1.2973642,11.330582
3.0339432,15.528857
1.162384,18.968426
,19.564714
,20.171305
,19.547375
2.0978422,11.029148
,20.056503
1.5336723,19.771418
1.2762432,19.7983
3.7075462,17.516079
2.1084728,19.332348
2.8210382,14.792719
1.7027111,19.465845
3.0575867,14.934343
3.0493908,20.066439
1.8519859,12.4062395
1.7907505,20.15485
2.618703,15.059715
2.3437681,13.010258
2.2059956,20.288296
2.6093206,14.391134
1.0799656,19.438686
2.00146,10.844949
2.9085627,15.930671
2.460287,14.478238
2.2946033,14.302505
2.91368,13.840935
3.5293999,18.04845
,20.712189
2.2036152,20.63808
1.7517433,20.755161
2.0541267,20.957653
2.4411879,14.44273
2.4565315,20.368017
2.0583,19.890072
2.7175293,15.465008
1.9032364,20.678267
2.099699,20.157946
,19.504734
,19.931543
1.8085232,17.677599
1.9995403,18.793045
,15.743855
2.319044,20.787474
1.2736931,19.725721
1.6267719,20.904963
,20.992262
2.0527325,20.129023
2.942484,16.058031
2.0393162,20.503025
2.6716843,14.924556
1.518404,19.77385
1.8163996,11.313787
1.7874336,20.742025
2.59583,16.241245
0.5895157,20.220726
2.3765068,14.595048
,20.480375
1.4783897,18.501451
2.008212,13.152761
1.4684582,19.818752
,20.568026
2.9771547,15.702985
1.919672,20.433563
1.0060406,18.891891
1.159893,20.52892
2.8110876,15.645397
2.075059,12.326685
3.1293888,14.227101
2.6272268,15.1833105
1.4218073,11.309958
0.4615035,7.4248466
1.5154419,20.422012
,20.620094
1.529974,20.85922
2.4752874,14.169693
1.0769854,10.0574255
1.3039589,19.878607
2.3488598,20.960428
2.482216,13.154539
1.3834572,20.451212
2.705719,20.28757
,20.668482
1.3835697,20.781717
0.08542633,5.87248
1.4629822,20.353878
3.2216005,16.999866
2.9993992,16.439098
3.7865887,20.318802
1.191433,18.792007
,20.61065
2.6018934,14.983803
1.1455803,9.809737
1.5067997,19.14396
,20.240305
,20.083138
2.4154358,14.279973
0.64276505,20.23829
2.1992388,11.996105
1.9197083,20.747206
1.4975948,20.502073
2.2141876,18.892042
1.9479618,18.841644
3.1949177,15.46178
2.8213987,13.881169
1.240118,11.132102
3.0467167,16.417492
2.2311268,10.86042
1.4323196,19.447506
1.5800037,19.32149
2.8742447,15.615491
,20.856253
3.9074001,18.350437
1.1611805,20.810808
1.598629,20.271742
2.5114145,13.3634205
1.4649506,11.162778
3.2358532,16.48137
1.169198,11.172412
1.8663292,19.230812
1.6860619,20.686234
,20.51264
0.89374113,7.321128
2.5607138,14.227842
1.0516281,9.814577
1.6328764,11.9487295
2.8543482,15.842991
1.8977108,20.371124
1.4053326,20.570627
0.8547754,9.668596
,19.442974
1.7439308,11.820665
2.3336716,20.05251
,20.737898
2.0158234,12.987511
2.685688,15.33421
1.8779259,18.238182
1.6795158,20.464094
4.0804253,18.117302
2.1096478,19.821585
1.698595,19.54435
,20.144405
,20.510628
2.0575676,20.19198
1.4232559,20.412466
2.1456318,19.924603
2.4419212,19.502104
,20.93967
2.5741463,20.478806
1.3227215,20.901218
2.1363783,13.683141
0.68537617,7.793431
1.0356236,20.320204
1.4726963,20.151606
0.08946037,17.261984
1.2023869,18.329128
,20.247967
2.2729664,20.779217
2.7365646,20.231916
,19.822655
2.7072783,14.052111
2.128107,19.510431
2.3920326,20.044722
2.6576805,19.588432
1.7655163,19.400917
1.6935959,11.305309
2.5156803,19.93842
1.2090397,19.006756
2.2569265,12.502958
2.0399246,20.924685
2.3919458,14.131669
1.366457,19.257582
1.9023533,11.516134
2.334485,13.723964
2.0553055,12.745585
1.6070194,20.585094
3.0653343,15.263439
1.5539246,20.764814
3.2008915,14.717317
2.016018,12.761591
3.1909294,17.114946
0.80224514,8.820974
2.0962334,20.374617
2.5853748,20.345737
1.4103508,11.235369
,20.639835
3.8100777,18.971394
1.1871662,19.983004
,19.94207
2.3586645,14.458113
2.2299967,14.306841
1.8772907,20.080585
,20.3027
,12.48215
1.8030739,20.580208
1.6377869,11.6178255
1.9253464,12.114502
,18.485958
,20.713177
0.88025,11.970204
1.9271116,13.212578
0.896183,20.477278
1.0926094,19.978458
0.7558737,8.984092
,19.94583
1.0110722,19.719833
,20.333336
1.7963963,20.333466
2.0059128,13.2943535
1.2612476,20.51246
1.1669712,10.056142
2.5900898,20.381487
2.885788,16.8885
,19.92845
1.2762661,10.249538
,20.093506
0.8154173,8.374925
1.2268162,20.034653
,18.977425
1.5596523,20.021568
0.6185398,20.585135
,20.080322
1.7877426,20.629648
0.90627766,8.728851
1.4930077,19.680513
,20.170744
1.1793556,18.153862
2.7227898,14.360218
1.8563881,12.649205
,19.895035
3.6879463,17.66044
,19.271744
2.719903,14.962644
2.2165508,20.046532
,20.186445
,19.141512
2.8532038,16.007362
2.3548088,13.886851
1.729332,20.852108
0.83765316,7.286633
3.3891125,18.432697
2.6201134,20.84775
2.281849,19.08719
3.2972832,19.470686
1.3478088,18.85364
2.4119453,19.703676
1.7268505,20.83785
2.881586,18.919775
1.0538387,20.710863
2.5773544,20.518911
2.5854874,12.938295
2.6102486,14.867424
2.5864534,14.4416065
2.664215,14.713507
1.7282066,20.472372
2.8966694,16.305874
3.9582195,17.838753
3.5411663,15.647554
2.101202,13.041939
2.7905693,18.737558
1.7718182,11.000834
0.86525345,8.632827
2.8469067,16.424124
1.997839,19.613314
1.5110273,11.908909
1.9806728,20.483894
2.8689184,16.160439
2.1677227,20.149515
3.0091658,15.427508
,19.609512
1.5487709,19.940794
3.067769,13.966666
1.868927,19.867805
,20.096174
2.4690828,14.181422
,19.958551
1.8613281,20.675611
1.1917362,20.343163
3.0108404,16.783224
1.865283,12.972067
1.4619026,20.208992
0.86366034,8.059525
3.0045223,16.830915
2.4975529,20.93946
2.6494951,12.725072
3.0121393,13.589631
2.8677826,15.544102
3.095584,16.265211
1.5285892,19.89023
1.1529102,19.96492
2.775405,14.593769
,19.919182
1.7462845,19.487034
0.7567072,11.7957945
3.1269007,16.14517
1.1234913,18.097427
1.4821758,19.66752
1.3744831,20.716852
1.1003637,16.421799
1.7844181,19.529345
2.3859224,14.08429
2.8634396,15.278608
,20.616232
2.202053,12.612142
2.1017284,11.887423
,19.516985
2.8146572,15.213987
1.5484047,20.055311
1.278101,17.332483
2.6441755,15.775191
4.52627,18.397724
-0.15087032,15.768724
1.1530609,19.310429
2.5313978,14.411219
0.9643402,18.146559
3.936205,17.995127
3.2699203,17.247892
3.2384472,15.537207
0.79634666,9.024355
3.242672,16.634851
2.2324085,16.997337
3.3664742,18.644476
3.562667,17.415466
4.729849,18.4151
1.5992546,20.68054
,15.699424
0.71944237,20.327507
1.505765,10.611606
1.41012,10.985583
2.5390224,15.305039
1.7709103,12.037074
3.4842882,16.940842
3.4669342,19.289606
1.3950043,20.675413
2.9195147,16.089674
1.4239101,20.592777
,19.96364
,19.908281
2.6656027,15.26026
1.9703655,20.259947
,20.165522
1.9666138,18.85644
2.1473942,20.749598
1.9722366,20.34047
2.6143303,20.602606
0.9202204,15.64779
1.6733074,18.55163
3.3789692,17.70595
2.804017,11.796186
0.83093643,19.799595
,20.081078
0.9860573,20.097599
1.7655697,20.2381
,19.708912
1.5903206,20.554739
,19.91337
1.1155777,20.050837
2.62994,15.1428385
2.6901016,13.947904
2.065359,19.390045
1.2914488,3.5431492
2.3212137,14.049477
3.0139503,16.338192
2.7295618,15.217595
1.1610279,20.764887
1.9065628,12.34081
,19.512924
0.4685483,6.1736317
1.1647072,20.052418
1.8337784,20.126244
1.9269028,13.182126
1.5157776,20.66598
2.2326584,20.886518
2.0957832,18.558939
0.91237545,9.575419
3.911007,17.957571
3.1934118,15.651983
2.0352821,20.929304
0.6637993,20.792948
1.1037483,16.306496
,20.128733
,20.820755
1.0424347,19.89088
2.4300709,19.722725
1.1229229,19.265934
,19.936777
1.373209,19.365107
1.2882137,18.824966
0.37574434,7.0169454
3.1022377,13.769772
2.420415,13.86488
2.99613,16.35658
2.589882,14.87989
2.648714,19.107836
2.716549,14.802198
2.7281418,15.115283
2.50737,19.869823
2.4904747,20.23127
2.0181074,13.356459
2.447341,14.713666
0.83882904,18.613543
4.2869225,18.903116
2.1396427,20.565954
,20.378004
2.9945126,20.238737
1.5394993,19.34369
1.6520977,20.932106
2.1020775,20.659512
1.9376507,20.695396
1.1883411,20.287596
1.2789001,20.926025
1.7564812,20.666477
1.4157639,19.926628
2.0008965,19.131832
2.1123314,20.271248
1.6048317,20.74936
1.9149189,20.07293
2.6346512,20.347294
,20.64827
2.5012522,13.107637
1.7523212,20.264109
2.4873924,20.552664
2.3161068,20.110813
2.0864697,20.995018
2.999899,20.095795
2.7847443,20.140688
,15.893419
1.6536493,15.760191
1.2659683,19.110212
3.4634724,17.906141
0.7478714,9.27225
0.75111914,7.671619
,19.446285
3.3632212,16.545057
2.3402596,20.520105
,20.72586
,19.056942
3.8290405,17.684252
,19.190542
1.1616497,20.96992
3.0198736,15.767991
1.3121738,11.335035
1.4874744,19.933748
1.5159531,20.319208
2.2131186,12.659266
,20.081806
0.19997978,16.735743
2.6906643,20.629402
0.7557583,9.378379
1.1364775,10.334792
3.813303,17.973776
,20.337202
2.6095657,14.1992235
3.5120316,18.723108
3.3842602,16.907984
,18.785776
,18.993698
1.0657482,20.207964
0.80238533,20.289783
1.2508717,18.693432
0.991436,20.086561
1.1440029,20.539537
,20.102633
0.9624996,11.961346
2.1459694,20.078844
,12.530723
,20.659754
,19.361053
2.1755695,19.22581
,20.349817
0.67592716,10.303616
2.067668,13.359573
3.698927,19.513079
1.4624472,10.89935
1.7754059,19.610998
0.940382,20.722975
3.8940964,17.6703
1.2323742,19.814587
1.3130035,20.464613
2.3723888,15.290054
3.2437239,16.319994
1.857996,19.581629
2.2941647,19.158873
3.604679,19.799606
3.805935,18.970886
3.698164,18.387537
2.456316,15.149341
1.0919933,17.586216
0.96404266,20.797722
1.2956734,18.607883
4.0127106,19.226753
0.7924843,18.731428
2.9523106,17.098013
2.72937,14.356459
2.9213696,15.46962
1.54459,20.671309
2.5896778,14.856684
3.010541,16.041964
1.7076092,20.667683
2.6896925,14.238199
2.6675243,19.29828
2.8754787,19.828678
2.454008,19.259453
2.0295792,20.734617
2.5482674,14.623626
2.5904102,17.749973
1.4108505,19.191145
1.4404793,11.513944
3.6602936,19.123587
2.74685,14.318246
2.2371216,13.982895
2.3484592,18.69263
3.3400593,18.64658
0.85801506,17.676304
2.1710148,19.64815
1.498127,20.46322
2.2235813,20.073622
1.8794136,20.604652
1.9588699,20.646376
0.9667816,20.188143
,19.515085
2.342493,13.3497095
2.622755,15.122194
2.4680653,15.207552
2.6941462,14.018782
2.3759203,12.544071
2.6616306,14.3252945
2.1972523,13.529358
1.0549641,7.472827
3.0017977,16.155157
,18.68392
,20.40338
2.382618,19.263565
1.7846432,19.463354
,20.702627
1.7112293,18.973919
2.1441593,20.101826
1.6108913,20.053392
1.5642643,20.235186
2.2293463,12.73315
1.6379566,19.650995
1.2451506,10.415216
2.2017298,12.999181
1.3724079,11.952669
1.8178673,19.592918
1.5900097,19.011503
,20.576464
3.1761608,17.359297
2.193101,13.937355
,20.449394
1.0027199,20.97522
2.0113878,13.187363
1.9375515,13.005431
2.6832972,15.3996
1.8136559,20.225098
1.5238056,20.337795
0.42660332,20.54752
1.4883099,19.381674
2.3180256,19.51142
1.5086384,19.368975
,19.485317
,20.090881
,19.621788
1.4717598,19.382477
2.039773,13.684505
2.733055,20.442682
1.4130974,19.723087
1.6650486,10.899903
2.6726694,14.703116
3.6460419,18.69143
3.1917076,17.732347
1.6912708,20.18275
2.2257566,12.459727
1.1542139,5.71955
2.3919373,20.31012
1.7511196,16.440222
0.80461216,9.743926
2.7070293,20.675137
2.0784283,20.492199
2.9600935,15.583069
3.8191833,19.59047
2.23452,19.857258
3.612568,16.49601
2.5534916,19.425888
1.9753189,13.398501
2.2540798,13.205176
0.93707275,16.930075
1.7096424,20.700712
2.491579,13.278516
2.9269724,16.1552
2.1834745,13.66799
2.876873,14.208176
3.8093977,17.369944
2.7109165,15.611596
0.8068924,9.736577
1.9391975,19.57502
2.4243221,19.179306
2.0232124,20.42616
1.7072334,20.476946
1.3838959,19.371552
2.323783,13.839682
2.6200542,20.609285
1.6324596,20.268955
2.804842,15.246363
1.5560608,19.575098
,20.45051
0.42331743,6.9017944
1.6087971,20.899084
2.2166681,17.41556
1.6041641,20.657574
2.2503805,12.617007
2.2536802,12.7039
2.6119642,14.0645075
3.2077951,17.025242
2.1086693,20.475155
3.7257633,18.39885
1.1777267,19.445564
3.1472769,14.977667
1.2117596,20.028435
0.8207092,20.83211
2.0184832,12.606194
1.5172844,20.812174
,20.38081
,20.460526
1.423914,20.518822
1.7531052,17.746363
1.29459,19.748375
1.8356962,16.045473
2.5677538,15.452901
,20.465303
1.6329079,19.541237
1.9281368,18.136969
1.6553898,19.50683
,19.709356
0.710371,20.574692
1.8790913,20.904158
1.4797287,17.99916
1.2959461,18.966385
1.1735191,20.628567
1.2941952,20.47979
1.5407791,19.772686
1.4972172,20.140993
1.7410793,18.94411
-0.19809341,16.113405
1.4157314,20.412123
,20.257805
1.213213,20.808159
1.3633671,20.549711
,20.439335
,18.996916
2.4729404,20.487854
3.1547747,16.858786
2.670617,14.777282
2.4016056,17.25677
0.46773148,17.731327
2.6062756,20.162445
,20.638922
1.2916737,19.948061
1.8932247,20.633688
1.1743069,20.384262
1.8023643,12.707027
2.9406347,15.231639
,20.675695
1.3560658,20.284212
1.5504284,12.315115
2.3674908,20.337362
1.2614803,19.570639
,20.708504
,19.475246
1.2503796,20.256365
0.91407394,20.302631
1.8800125,20.96778
2.181429,20.802158
1.2067223,19.639881
2.7242947,16.601109
1.7700386,20.627737
1.5256691,11.5723
1.7298698,19.271147
1.676136,18.790638
2.8189354,20.343285
1.3657589,19.832134
0.626812,20.467564
1.5635252,12.31399
2.8788357,15.760614
2.5532942,13.959585
3.2698317,15.974819
,17.59653
0.5955486,8.154568
2.3382397,13.186606
1.3753262,19.416449
,20.175753
,19.490946
1.8826466,18.630041
1.9654083,20.88829
1.3108139,19.959738
,20.094048
1.4824295,19.403168
1.2024136,19.448814
1.3678951,20.218088
,20.241354
1.6846333,19.382498
0.9109812,8.637315
1.5643044,19.286194
1.0624113,9.718204
,20.457232
1.9856586,20.733578
,19.436272
,19.298555
2.3506355,14.211679
3.3369074,16.839489
2.102665,20.315315
,19.985281
2.382204,20.98957
1.8265858,20.51594
2.0103817,20.801682
2.8686008,13.90271
2.7968016,16.189873
1.8462667,12.015775
3.4096222,16.702963
2.6897097,14.746034
2.8893986,15.958325
,19.954239
2.4504004,14.529028
0.8995886,14.811125
,18.717031
,19.050798
3.3468132,17.503597
3.0037346,18.042107
3.3588524,17.583336
2.1527367,20.255505
2.971879,16.303055
0.65672493,20.84743
1.6799355,18.92734
1.4353676,19.963224
,19.178492
,20.329393
2.1539707,19.98996
2.6383667,15.175841
0.7206173,20.024124
1.2663841,10.484346
2.6470165,20.139166
1.9992476,12.535345
0.78112507,9.464228
,20.210392
1.1077824,20.498817
1.5529099,19.472458
1.0186949,10.1036415
3.1934643,17.006235
3.223774,17.017513
,20.992155
2.3475313,13.1768465
1.497303,20.703047
1.6478825,19.880203
3.6238632,18.851618
2.605173,14.696079
0.8832998,9.346696
,20.060015
1.5721226,19.81142
,20.483692
,20.796808
1.6041355,20.387892
2.4109917,20.222744
3.0863895,15.973417
1.6563969,11.840152
1.3574734,20.740927
,20.727673
0.95314693,10.107045
1.1490612,19.210783
1.14715,19.358871
1.5905762,19.91857
1.7918053,20.508904
2.588005,20.320213
2.2886276,19.575197
,19.96666
1.195467,20.597155
1.5060616,20.689194
,19.781492
1.5773067,20.112411
2.409522,12.391919
,20.343557
,19.695549
3.2751646,16.814705
2.4867659,14.800297
4.6946564,18.382935
1.3803139,20.53
,19.777964
,19.86414
2.9975147,16.531118
2.4850779,14.867445
2.525072,14.764772
1.4092216,20.058857
,20.115562
1.3768768,19.188015
1.7299709,17.289787
1.3366909,18.242882
1.8772373,19.760649
1.5925884,20.098871
2.4599266,15.12814
1.6254196,17.902683
0.73807526,9.234929
3.3288956,17.4128
,19.300331
,19.64805
2.8068895,14.442419
1.2460537,20.288431
3.0846434,16.64859
,18.872787
2.0316887,20.502195
1.4032669,20.573301
2.5381927,15.509723
1.5841866,20.01499
3.18083,16.701971
2.6251736,11.881419
,19.636442
,20.197989
1.5853233,20.722023
2.2185745,16.105413
2.535696,20.637527
4.3274117,18.91746
,19.566502
3.5444698,19.518833
3.4558353,17.062119
1.5593891,19.854382
1.8430119,20.367674
2.1750736,20.187239
2.6917896,15.364403
2.0977612,20.108358
1.6616592,18.717995
0.7204461,6.938057
2.6711445,14.86566
2.187893,20.40489
2.1696835,14.31766
2.4031792,19.84172
1.6324348,19.640844
1.341896,20.124142
,20.556795
1.4518509,20.586058
1.8307495,19.762142
1.6654415,20.733267
,20.74841
2.7426872,15.566313
1.5927086,10.642941
1.6174545,20.4548
2.7265196,12.904305
1.9921837,12.718722
1.6991005,20.558773
1.7953768,11.5096655
1.2489414,19.802113
1.5334225,20.556892
3.1157684,15.358633
3.1212006,19.172749
1.4365864,20.743753
0.8396654,9.144683
1.0579567,17.187029
2.6423273,12.98018
2.7811775,14.558062
2.3233967,14.007866
,19.884329
1.0433769,10.297324
1.5712433,20.265532
1.5003967,20.996151
2.7626743,20.579123
2.9369726,16.048134
3.4051056,16.237106
2.0399618,13.885123
1.4726849,19.570307
1.8026733,19.877424
2.785984,19.704914
2.539322,14.3294
,20.694422
3.3350086,19.442091
1.3935738,19.281076
1.1119947,9.512857
2.2717714,14.211611
3.1624966,16.922886
1.3857727,20.907259
0.9667082,10.613216
1.6850567,12.483205
2.7997732,14.783133
1.3846474,19.668247
2.570094,14.084276
0.6864071,20.662098
,18.035685
1.276247,19.531446
1.9635048,20.68984
1.2967072,19.171005
2.3432016,13.803419
0.9092026,9.428643
1.9033976,12.234953
,19.845097
0.5644398,19.617596
1.4920063,18.996138
0.52632713,18.209126
1.3700504,20.703608
1.0553226,19.928545
1.9024849,13.364329
2.6677065,9.037577
3.115818,16.61673
,13.047027
2.9951477,16.092875
2.4148016,11.276412
1.088129,8.689319
2.0887384,13.753898
1.5269051,17.776293
1.3696175,19.615602
1.5360432,20.829296
1.3301678,20.086447
1.8926735,12.210342
1.8071585,12.179184
1.0811806,4.4311414
2.8314161,15.526107
2.4884892,14.69493
2.9649324,15.913774
3.194642,15.771964
,20.088348
2.9513702,16.842062
2.3073492,13.862769
2.604311,14.336254
0.83338165,20.753202
1.997242,20.082443
1.5958643,10.636324
1.960248,12.905067
2.8056927,13.363254
2.9050598,16.096462
1.9705238,12.620621
,19.438944
2.7459612,15.298696
2.3068342,13.791954
1.4598598,20.317493
1.5256386,19.978857
2.6556854,14.056203
2.8155718,15.40006
3.7345,16.977287
1.9087124,19.149122
,20.80906
,20.47839
1.43293,19.723547
1.5612202,20.868322
1.5519028,20.827991
,20.331993
1.7216682,20.494364
2.0726604,16.57755
1.8762779,18.925032
2.0875988,19.824278
1.8192005,20.370394
1.1628475,18.804031
2.5143223,19.339317
1.8688984,19.644287
3.7813435,17.472666
2.1580658,19.08469
1.537386,19.97974
1.3697977,11.515588
1.4388161,18.61433
1.5026913,20.991434
,20.754074
3.5146008,19.515577
1.0994835,9.414938
1.9664192,13.113048
1.7762556,16.327888
0.8314018,20.33824
1.3372707,18.104
2.4076233,13.241731
3.0292501,16.41749
0.78366566,9.288801
0.82947826,9.336545
0.61732864,7.0199523
2.294467,13.8685255
1.1096144,10.378921
1.0724831,16.869482
0.3413639,18.0051
1.2246246,20.268171
2.5388432,20.215017
,20.294336
2.044077,19.772572
2.9616594,16.676224
2.2526226,12.472815
1.2431335,10.708556
2.2894392,14.064945
0.5679822,7.5231485
2.4154654,13.698752
1.6467972,20.71233
,20.736193
1.4673042,20.46535
1.4822884,20.273819
0.65091515,20.962738
,20.528557
,19.818682
4.639673,18.024086
,19.712852
