,phot_g_mean_mag,bp_rp,distance_gspphot
409244,8.196958,0.7318821,63.9633
409245,13.673706,2.46848,97.0226
409247,15.044758,2.6954145,96.7389
409251,8.04725,0.7981343,60.2378
409252,9.370552,1.0151196,59.4889
409253,16.486658,2.8421764,91.5037
409256,16.426964,2.983512,92.5875
409258,11.157142,1.9113426,37.2101
409259,12.731206,1.7725353,89.8692
409260,13.444348,2.6843328,78.279
409262,10.416631,1.1591177,63.4938
409268,14.014639,2.546029,75.5847
409269,13.571237,2.3372688,77.3605
409271,13.034095,2.7147732,26.5366
409275,12.565728,2.4983835,65.5036
409276,16.486628,3.0914392,99.1246
409277,15.179866,2.6549654,98.0822
409279,15.830092,3.1418495,99.7562
409281,10.353704,1.3005819,50.7309
409284,14.148766,2.6515312,95.7744
409288,17.31501,3.1769829,103.1463
409289,17.701073,3.3516254,105.1081
409290,9.021141,0.6918354,97.6615
409296,16.871717,3.1780758,96.9597
409301,15.281733,2.5210238,71.7974
409305,11.770522,2.4014425,31.0218
409308,14.0122385,2.538885,82.8337
409309,15.688122,2.717904,92.6399
409311,9.55629,0.8408909,92.7275
409314,11.690766,2.4450932,32.1303
409319,14.892953,2.5932684,79.7625
409327,16.536215,3.356471,57.5052
409337,15.007516,2.437889,80.6596
409340,11.133258,3.1541195,6.4933
409343,8.184742,0.7378378,63.2856
409346,9.9675,0.85984993,98.6665
409347,7.6120358,0.6210942,94.6105
409348,10.730116,1.1219177,84.0774
409349,12.672801,1.8066263,97.6278
409350,7.207307,0.5556469,82.981
409351,17.903942,3.967327,72.8488
409354,8.728862,0.65797615,90.409
409355,12.487595,1.8748875,78.5212
409356,7.912956,0.6154661,86.9736
409359,14.445659,2.858427,83.9455
409360,14.987552,2.34793,92.3406
409363,10.120933,0.93805027,97.7562
409367,13.978495,2.2554636,71.8553
409370,15.601805,2.5786295,97.8192
409373,8.440095,0.8482766,47.1733
409378,13.607203,2.10962,73.8861
409387,8.713521,1.1704493,30.0885
409388,14.863496,2.49798,94.5285
409390,14.174572,2.5324764,86.5599
409391,6.494747,0.7520528,68.3798
409393,15.553178,2.970708,87.2157
409396,15.183597,2.6369247,94.0201
409398,15.280751,2.7087145,92.3761
409400,9.3847475,2.448677,8.8458
409401,12.047792,1.4039316,95.2141
409404,12.785693,2.0634909,70.5209
409405,11.587179,2.2907991,25.2446
409407,11.452991,1.2224188,98.3285
409408,15.372288,2.8097181,86.728
409409,12.171216,1.6598339,84.1114
409410,7.789747,0.5845113,84.283
409411,14.958094,2.688448,100.253
409415,10.68022,1.6311655,46.4461
409417,16.046007,3.2241468,45.3249
409420,10.407053,1.8841772,30.9657
409422,14.411224,2.8236923,99.1321
409423,15.246105,2.440795,85.4295
409424,14.899925,2.7398071,83.0409
409430,11.853761,1.672101,99.2237
409431,15.447479,3.1592884,99.5168
409436,10.818284,1.3284369,72.0089
409437,6.8034825,0.63441086,62.8921
409439,11.233094,1.3818846,75.717
409444,15.850655,2.9448347,95.575
409446,5.0199895,-0.07125425,87.538
409449,15.3190155,2.4533148,83.1634
409451,17.228111,3.2366114,101.418
409452,16.359575,2.9139938,97.7913
409453,11.237642,1.3089066,88.2514
409459,10.100466,1.2187281,56.5454
409466,8.965452,0.7391043,82.3784
409470,14.465447,3.1129522,34.6323
409471,16.113762,2.8563375,88.2162
409472,11.341607,1.4851875,75.5049
409473,17.932709,3.307743,109.0402
409474,10.586312,1.0565414,102.0701
409475,9.67921,0.9207926,75.0096
409476,14.890486,2.5089455,81.5131
409477,13.90043,2.2832975,80.3672
409480,11.540893,1.4106522,92.2162
409484,16.95173,3.0710354,98.4005
409486,13.126515,1.9550295,97.6412
409489,10.31514,0.9265766,71.0174
409494,8.913364,0.66773605,93.6865
409498,17.043222,3.0779486,102.985
409499,15.684061,2.5284424,92.215
409500,9.298011,0.71402264,94.3778
409504,17.61938,3.3243237,106.2238
409511,14.187759,2.4725351,74.54
409512,16.575085,2.957572,92.2681
409514,15.450865,2.7663908,89.966
409518,7.1687803,0.5485554,87.0702
409520,17.150599,3.6702394,62.9092
409522,11.821225,1.6820507,70.2741
409525,6.7155843,0.37768888,86.2166
409527,13.543876,2.108653,64.7408
409528,11.91877,1.9023981,81.0103
409529,12.97654,1.9437275,92.6978
409530,15.380713,2.6837788,80.5681
409532,8.545509,0.90845394,50.3349
409534,17.094234,3.2368536,102.3128
409535,13.413652,2.5585642,25.5033
409537,8.359591,0.7244663,85.651
409539,14.296104,2.329114,87.0944
409545,15.627853,2.8547974,82.0273
409546,11.281184,1.1228056,97.9164
409551,9.545522,0.92331505,70.1552
409552,16.882782,3.299199,99.3972
409557,15.031551,2.5180092,94.105
409563,7.909004,0.758585,59.482
409567,10.49609,1.1718922,62.1623
409568,8.480981,0.66799545,80.5101
409569,14.283105,2.3099709,98.1653
409572,14.314452,2.4338741,91.1947
409574,13.1169195,2.4612837,62.6643
409579,12.900684,1.8905563,116.2222
409583,14.686733,2.4854012,95.8998
409584,16.144276,3.444809,45.0708
409587,14.694805,2.4952564,99.9775
409589,13.656144,2.3670683,76.8272
409591,14.812702,2.7188892,47.2769
409592,9.5512495,0.91623306,66.7086
409595,9.980954,0.9254608,91.7098
409601,13.093877,1.9406538,84.2388
409602,14.083218,2.259921,97.6996
409603,15.131272,2.5515184,93.0143
409604,9.990165,1.2521229,51.5996
409605,9.29566,1.2194023,43.446
409612,15.306674,2.6879663,80.5534
409614,8.890748,0.76649857,77.2826
409616,14.903602,3.3634682,30.1708
409617,11.016446,1.4200563,67.5252
409624,15.6365185,2.9516668,96.0267
409625,12.606906,1.9605207,79.1035
409626,12.071917,1.6610222,77.6267
409629,15.003914,3.413107,25.5888
409633,17.9855,3.3830662,103.9527
409637,11.336737,1.2144194,95.6621
409638,9.277396,1.0046892,67.9687
409639,12.371272,1.8304396,73.3018
409642,16.309011,2.9205818,94.478
409643,12.296241,1.6779013,81.0295
409645,14.503753,2.2680626,99.7288
409646,13.579517,2.3347998,77.027
409647,16.050533,2.6817408,95.1233
409649,13.695811,2.1965628,83.4816
409652,15.241388,3.1773825,46.6849
409653,11.185776,1.2913876,80.683
409657,13.951969,2.393612,91.2963
409659,16.04723,3.2218056,98.7244
409661,9.06375,1.2067919,37.6718
409663,15.319656,2.697442,91.8904
409664,15.827747,2.836957,99.981
409665,8.527338,1.1157594,35.106
409667,6.5472565,0.63655186,52.4552
409668,14.509286,2.5176535,85.1404
409674,13.400801,2.5916119,93.5512
409675,16.20528,2.7743473,90.7779
409676,14.855333,3.2317896,31.5315
409683,13.590115,2.4601097,89.0856
409689,7.0399785,0.5331068,79.7422
409690,14.034364,2.4370165,96.6598
409693,15.435423,2.8294182,54.3056
409696,7.60603,0.6686249,61.3594
409700,14.083794,2.5686512,89.1558
409701,17.063387,3.188017,100.3325
409702,12.726973,1.9673615,73.0975
409704,8.256789,0.7617178,70.4026
409705,14.975316,2.7165442,80.546
409708,14.205535,2.456071,79.1885
409709,10.35717,0.9945164,80.9517
409710,15.428067,2.9124327,96.9049
409711,16.512177,2.9411335,93.794
409714,14.272597,2.438035,84.1815
409715,10.147166,0.9606533,89.2368
409721,15.230551,2.7369719,86.0864
409733,14.645483,2.29346,96.0173
409736,9.55074,1.0261374,61.0729
409741,14.945149,2.6434174,90.1003
409744,13.649865,2.4715023,99.704
409751,15.703062,2.629655,93.6508
409752,12.994619,2.037611,72.2251
409759,11.509471,1.4442062,83.6105
409766,13.722996,2.2435074,81.8526
409768,12.834439,1.9336262,68.0909
409769,14.035503,2.335061,94.6358
409770,10.379222,1.3942327,52.665
409771,8.371668,0.79968834,56.8301
409773,16.371746,2.9265966,99.0766
409775,15.173468,2.6991835,93.2433
409785,9.642245,0.85723686,97.0993
409791,14.767301,2.6994286,78.2048
409792,8.896401,0.7249279,79.609
409794,15.110183,2.7679253,43.856
409795,12.320213,2.026822,84.9211
409796,15.238541,2.7571096,85.3505
409799,16.461977,3.139927,103.0442
409800,16.345207,2.8612099,98.8906
409808,11.397955,1.8073664,78.4954
409811,13.043568,2.1663933,66.9487
409812,16.17523,2.9014292,100.7197
409813,15.885422,2.9269047,97.9243
409820,16.09475,2.900713,96.5128
409822,14.005952,2.2301006,88.1399
409823,14.127709,2.303011,91.761
409826,7.2358685,0.6641383,70.4919
409827,14.899041,2.5245962,90.3681
409828,14.605006,2.3029137,96.3544
409829,5.594026,0.5973859,47.2076
409831,10.26423,1.132698,73.7471
409832,11.343039,1.4019547,91.16
409835,14.543857,2.2887344,95.8361
409840,13.841292,2.1381044,91.6278
409841,14.332875,2.4997883,95.3815
409842,14.1887455,2.2686453,95.9232
409843,16.254246,2.9851284,91.7856
409845,7.819345,0.8373699,70.412
409847,14.289073,2.844324,41.7112
409848,15.712509,2.6199703,93.8773
409850,12.098338,1.661437,88.7675
409852,8.154066,0.8838124,88.3526
409853,9.245003,0.74000835,86.7977
409854,11.888149,1.5559158,88.9955
409855,10.924833,1.457305,60.5673
409856,14.736888,3.0618916,28.9538
409857,12.728732,1.8877954,93.1915
409860,14.930209,2.4274883,99.5551
409863,13.456412,2.1629753,95.633
409865,9.850444,1.085105,62.4768
409866,16.697506,3.060439,98.3809
409868,14.051581,2.1525574,99.0406
409869,16.109484,3.3715305,48.7207
409870,14.585887,2.585083,86.5744
409871,10.65356,1.3031464,74.829
409873,14.951523,2.7455673,92.49
409878,15.805516,3.4239893,41.1488
409879,10.348225,1.0670319,79.98
409881,12.957962,2.8443708,26.0192
409882,8.082999,0.57071924,83.6403
409884,14.460815,2.5082788,79.4533
409885,16.013489,2.875764,90.1185
409886,6.3496385,0.5993695,79.2712
409887,9.967862,1.4843245,37.669
409889,8.606154,0.9008169,47.9011
409890,9.57707,0.8261261,90.4638
409891,14.244747,2.1929426,88.775
409897,15.007421,2.502592,84.5593
409900,9.920062,0.8492737,92.3284
409902,14.200636,2.464262,93.2704
409906,11.601178,1.4627819,79.0185
409907,16.765272,2.6150389,93.2355
409908,7.397217,0.5001888,92.3105
409910,13.803556,2.1357613,77.1478
409914,16.098473,3.606248,36.0742
409915,14.6992,2.795104,99.761
409920,18.866621,4.0361347,107.2436
409922,13.138374,2.519926,28.1691
409923,15.1219635,2.8867722,88.9469
409926,16.11254,3.2144442,51.0617
409927,7.361385,0.6738634,77.5932
409928,13.458795,2.295806,70.1829
409930,13.80412,2.3674793,71.4644
409932,12.895358,1.9340534,94.7169
409934,16.945612,2.9979315,95.7118
409935,14.238236,2.828905,31.3007
409936,13.846129,2.9480467,28.1578
409937,15.072903,2.331029,87.2712
409939,16.759392,3.3239517,103.5631
409945,10.918381,1.3687582,69.1118
409948,9.904087,0.9302416,96.7653
409950,14.707376,3.0207424,96.7696
409952,14.065526,2.335229,95.5348
409958,15.906602,2.852275,89.3029
409960,12.860665,2.4253035,40.3091
409962,14.32026,2.3489456,94.4506
409970,13.615768,2.0932703,93.0364
409976,11.228386,1.4446278,83.5109
409977,15.949327,2.7952976,99.4657
409978,15.525253,2.7930384,88.827
409979,15.577532,2.7187834,89.2336
409981,15.611227,2.6852055,81.1802
409983,9.645365,1.133152,52.0268
409984,8.195591,0.57117033,90.324
409985,16.649944,2.9813576,94.1823
409986,15.2259035,3.0979242,83.5918
409987,10.344163,1.0293293,89.0306
409988,10.323031,0.9282942,88.6509
409991,16.503096,3.35293,94.7717
409995,8.981258,0.8492584,67.3415
409996,15.635688,2.6733065,89.4104
409997,11.358414,2.1104546,28.8982
409998,12.75492,1.9423485,78.397
409999,11.327344,1.3344202,88.4452
410001,12.24339,2.008769,73.4177
410003,11.217337,1.1633015,97.3474
410004,10.05994,0.84727764,96.0229
410005,13.384692,2.51194,86.7977
410006,6.339843,0.039286613,85.9158
410014,9.57747,0.81585693,98.4208
410020,14.7373295,3.068883,91.0489
410026,12.702845,2.090457,55.9863
410033,15.868099,2.7380505,100.3786
410035,13.650455,2.0998116,96.6702
410040,18.174395,3.4006443,105.6539
410041,15.148878,2.5478802,89.8767
410043,13.1168375,2.0232725,101.514
410044,17.031532,3.1940708,95.3351
410047,13.453417,2.2038774,88.105
410048,14.203945,2.375949,91.7997
410050,16.379263,2.7443209,93.4509
410053,7.065801,0.5261545,95.6135
410054,10.002478,1.0747938,65.2915
410058,11.622929,1.706975,93.0216
410059,15.285491,2.8029156,94.6732
410061,18.802305,4.288351,98.7842
410064,16.081,2.8824997,100.0263
410066,14.923764,2.5061693,100.8
410067,9.838753,0.95981693,74.2781
410069,13.220496,1.9689589,86.964
410073,9.073175,0.9165878,87.935
410075,14.540492,2.4994707,82.434
410077,15.045517,2.6392937,89.8679
410080,14.434919,2.1354399,79.1991
410081,15.010454,3.0633526,40.2565
410082,13.241994,2.033905,89.5709
410085,9.073104,0.84048176,75.309
410087,14.690396,3.3037643,27.9971
410090,18.942986,4.016342,94.2397
410092,15.558178,3.0594673,51.8264
410099,17.416937,3.0849285,102.5799
410103,15.145535,3.6789627,38.5557
410105,15.08277,2.6903849,79.9396
410107,8.917805,0.7393675,77.4646
410108,15.30356,2.853176,94.9808
410112,14.489667,2.5928564,89.1199
410116,14.09395,2.5580158,76.193
410117,15.110703,3.024579,94.435
410118,14.7426815,2.4324446,80.7023
410119,14.249668,2.43429,74.2832
410120,9.881879,0.93760395,81.2059
410121,15.749688,3.0837345,97.8163
410123,14.01045,2.773385,47.0701
410124,16.257998,2.781804,93.5299
410126,17.342136,3.1674042,97.2928
410129,9.522851,0.93538284,77.3887
410133,15.040143,3.2878819,31.4825
410134,13.087827,2.175686,77.0445
410139,14.383518,2.5069675,76.0563
410145,16.647694,2.9399576,96.3284
410146,6.012643,-0.03190279,95.8349
410147,14.920637,2.248909,98.8564
410148,12.118862,1.7226639,78.2691
410153,10.171326,0.8975115,93.5795
410157,10.11869,1.366415,50.1274
410165,8.035231,0.5412297,86.8417
410169,12.395805,1.9703712,88.3532
410170,9.182601,1.024293,59.8938
410176,13.336538,2.8259325,29.6312
410180,6.8537793,0.62242794,91.6487
410183,14.908495,2.5484066,89.9408
410184,15.951967,2.9156246,93.0811
410185,15.064165,2.3893023,77.3772
410189,12.749804,1.7830133,93.0261
410190,15.027331,2.6070166,94.0436
410191,10.443693,1.21735,63.3266
410199,11.328623,1.2029209,89.1348
410203,17.211433,3.2418509,97.7075
410206,8.911263,0.88923836,78.0721
410208,8.629755,1.1632457,30.1484
410210,17.363356,3.271124,103.3294
410217,15.851004,2.791914,93.579
410223,12.099614,1.668726,90.4921
410225,16.091663,2.731947,95.1378
410226,16.912102,3.0238733,94.2703
410227,16.487848,3.0247555,98.1469
410243,13.473752,2.3070774,84.9825
410246,15.365411,2.7596903,94.4011
410251,14.521504,2.1072445,99.3605
410253,13.401612,2.0194597,91.7367
410255,11.045295,1.4453735,70.5835
410259,15.287248,3.0817385,45.5696
410260,14.708905,2.6376734,98.0664
410267,10.36248,2.2976217,17.2395
410268,9.642901,0.871974,80.8469
410273,13.773796,2.3566828,80.7275
410274,14.766859,2.6132832,92.7233
410275,11.053944,2.1441336,21.4318
410280,15.74451,3.1027317,55.0633
410282,18.11963,3.3881054,110.8592
410285,15.566108,3.027834,59.7691
410286,10.329227,0.94791317,92.3716
410289,5.4710355,1.1997819,96.1013
410293,15.423828,3.1988258,49.4065
410294,14.949231,2.641611,121.57
410296,17.068161,3.5850983,65.0153
410298,9.877482,0.9321108,80.6889
410309,15.283812,2.800929,46.2005
410310,8.965634,0.67606354,92.7684
410312,10.529167,0.97222996,95.879
410315,11.650803,1.5686541,83.4221
410320,17.459192,3.187786,99.0349
410321,16.546978,3.4622536,94.3953
410322,6.3428597,0.35879803,63.9291
410324,17.308445,3.1838856,102.3944
410325,16.007322,3.3834772,40.6753
410327,8.399875,0.8950219,50.2173
410331,14.516968,3.182951,97.6364
410334,10.040144,1.5666227,100.6444
410335,13.289102,1.9815874,98.0324
410337,14.831094,2.8428087,93.1695
410340,11.642933,1.6640825,64.1061
410343,11.988018,1.8945684,64.5844
410346,14.786027,2.6918154,86.4734
410348,14.32986,2.860382,72.3723
410349,16.558645,2.9776278,102.3397
410350,15.25228,3.0546408,42.9282
410351,11.277681,1.2129326,96.1471
410352,16.643486,3.1675177,102.1881
410353,16.444984,3.061036,97.5592
410355,13.265509,2.1459236,78.6249
410357,10.643114,1.3570976,70.0105
410358,6.984457,0.5311136,63.4492
410359,7.622505,0.8185296,51.8602
410364,14.305586,2.4692144,98.6435
410365,16.654787,3.0033588,92.9194
410367,13.024055,1.8325357,99.1542
410375,13.594434,2.323738,91.3757
410377,12.059196,1.8116322,65.7099
410378,14.910725,2.807105,90.7206
410380,14.600014,2.9261875,88.128
410382,10.912983,1.0926704,97.1316
410386,14.484228,2.558957,90.6398
410394,14.734776,2.7268267,99.6222
410398,15.914428,2.6592932,96.0624
410399,15.655619,3.2674885,40.2993
410402,16.215752,3.4380636,44.9262
410403,14.6384735,2.7055902,99.9286
410404,10.449412,1.0300589,85.982
410407,14.74618,2.6242704,90.8012
410411,16.623297,3.051093,92.9705
410424,13.691267,2.1645336,87.1481
410425,16.30728,2.7911797,91.9702
410430,11.464171,1.632616,66.9258
410433,15.613137,3.0832434,88.8046
410437,11.831216,1.9516077,51.0495
410438,10.4775305,1.2481976,92.4145
410444,14.460341,2.503028,80.6255
410445,9.187904,0.78976154,81.4725
410446,14.070009,2.253271,97.343
410447,15.715598,2.7502651,118.2046
410449,13.858586,2.2194443,89.8935
410450,14.014112,3.5688734,19.5046
410453,16.468313,3.1573496,97.0557
410454,12.864799,1.9220839,87.5151
410455,13.629628,2.3461027,69.9582
410456,5.9909315,0.113954544,66.7965
410461,9.369488,1.4639158,26.4986
410463,10.919412,1.0378294,96.4381
410465,9.78784,1.3049574,48.5034
410468,12.243555,2.4680052,27.2313
410474,14.31682,2.467761,72.2197
410487,12.437268,1.9615393,67.4296
410488,12.448708,2.077898,74.3796
410490,10.91285,1.298562,71.0678
410491,12.274282,1.6233339,96.3307
410492,13.120501,1.914856,83.0865
410493,17.589647,3.3772907,104.8969
410494,15.132529,2.6471348,78.3295
410496,9.943183,0.91995907,86.3621
410497,15.94295,2.6582232,99.3908
410500,8.861843,1.0472307,46.5499
410509,16.788877,3.0109835,90.0644
410511,15.137999,2.6885118,83.9592
410512,8.278906,0.82963896,73.8792
410513,9.837491,1.1623783,47.0282
410514,9.268372,0.8577194,94.5753
410515,13.487157,2.3320189,54.1342
410517,5.2618637,0.5795684,53.0862
410519,10.646176,1.2321749,70.4977
410524,14.095591,2.3885908,82.91
410535,17.564123,3.2833061,107.7425
410536,10.955804,1.1761808,76.6042
410538,7.5017953,0.5760622,68.3595
410541,12.423592,1.713747,83.6164
410543,12.116841,1.8287897,65.0012
410545,12.600434,1.7997379,82.8845
410552,14.876195,2.482357,96.1266
410553,10.072855,0.8276291,97.1473
410557,12.79109,1.7278748,93.5339
410565,7.041055,0.7851162,32.8162
410567,13.9631605,2.3199081,87.8028
410570,17.430006,3.0600967,94.1931
410572,8.809448,0.81703854,79.6951
410574,14.868429,2.5826283,88.3734
410577,9.208255,1.020606,48.9427
410582,9.746641,1.0414419,96.3158
410583,11.2399025,1.1085386,99.5302
410584,14.371979,2.4972858,69.5422
410585,16.188513,2.773695,98.8508
410587,11.006302,1.2505426,77.0189
410591,14.208696,2.558445,73.4047
410593,8.489292,0.7213383,70.6272
410594,12.970554,1.823225,94.3229
410597,10.022655,0.9727564,72.9404
410598,13.194334,2.0339413,91.7563
410602,9.171473,0.7942343,96.6877
410603,15.087654,2.4935904,88.6273
410606,12.786285,2.1008835,65.8251
410607,18.78948,4.27437,82.533
410608,15.629478,2.7959538,94.7319
410612,9.7850485,0.78909874,95.9874
410615,15.097922,3.2491226,33.7932
410618,13.744149,2.438465,80.8481
410619,15.580834,2.5836172,97.0909
410620,15.3576,2.896431,89.6389
410621,9.78386,0.8660917,76.4648
410622,14.984297,2.4797812,91.8618
410623,13.721721,2.2382755,90.4264
410624,10.908083,1.8359785,36.8135
410626,8.958397,0.6586895,88.5973
410630,8.154437,0.5676398,89.9102
410631,13.688443,2.1212873,94.9899
410636,9.497272,0.91521835,69.6936
410638,8.707914,0.99142265,62.9994
410643,7.302785,0.8293872,41.368
410644,18.394558,3.59346,111.9917
410646,9.34741,1.0688982,43.0499
410649,15.979714,2.8104362,95.0638
410650,10.654123,1.0756426,90.1699
410654,14.123946,3.0818624,28.1917
410656,16.46471,2.6563911,99.4671
410661,13.610121,2.1376677,87.839
410665,7.6169887,0.68919516,82.7857
410667,15.455588,2.6567068,90.0744
410670,8.719215,0.8854618,95.0566
410673,12.519144,1.8547316,92.887
410675,9.42071,0.77022743,90.5123
410676,8.6729145,0.63939095,94.5347
410682,16.521406,2.7802496,104.1625
410684,16.09567,2.5660048,98.3439
410686,7.106996,0.49434185,80.6118
410687,6.397461,0.505568,48.1341
410688,8.223459,0.7020607,62.7475
410690,9.310499,0.92366695,64.7419
410693,10.094131,0.9283476,96.5494
410694,10.392914,1.2098503,85.642
410697,10.408859,0.9534931,97.3891
410698,12.977786,2.0415268,57.8457
410702,13.437527,2.149273,80.7386
410706,7.189376,0.6684537,63.9142
410709,8.301719,0.7045579,66.4685
410711,14.949224,2.9598293,47.6371
410714,14.620909,2.2874947,98.2972
410715,15.161786,2.9810886,48.9122
410716,13.977204,2.1851034,91.572
410720,10.3681345,1.9311562,23.4959
410723,8.6400795,0.7450819,71.8009
410725,17.684689,4.215086,70.4457
410726,14.474778,2.5026865,88.8664
410727,7.6265745,0.94677544,97.2694
410729,9.466615,0.7769823,87.9796
410731,18.53086,3.8294277,107.332
410732,13.370763,2.252612,79.9807
410733,13.279905,2.006527,92.9234
410737,14.877083,2.4589863,93.3807
410739,9.949031,1.094511,74.2848
410745,15.412895,3.1248817,39.9818
410749,14.186081,2.864194,38.6007
410752,8.95974,0.8688736,70.4931
410753,10.3536415,1.1613836,71.4294
410755,15.957634,3.3944817,41.6532
410758,16.336525,2.754343,103.09
410759,14.562374,3.1403875,31.0651
410763,11.131628,1.229125,80.6833
410764,14.883753,3.308013,30.5585
410765,17.957067,3.336401,111.3491
410769,8.799279,0.89349174,97.8609
410770,9.72352,1.026803,74.9565
410771,15.694945,2.8080854,88.5103
410776,16.68115,2.810194,101.4674
410777,14.907189,2.1469202,99.4324
410781,9.673197,0.9564352,67.5981
410792,18.480856,3.6863384,102.3568
410793,16.829903,3.0171833,105.647
410794,14.530166,2.3452663,96.8327
410796,10.461769,0.98664474,87.4564
410804,14.322313,2.755785,57.574
410805,15.692609,2.9675913,57.9554
410807,9.678255,1.1185627,46.905
410808,12.410851,2.2631721,42.022
410809,8.939547,0.87952137,65.0717
410812,11.134441,1.2434015,86.8498
410813,14.683236,2.3464203,96.4838
410815,12.500388,1.934535,65.2711
410818,17.951202,3.5178013,111.7256
410820,14.763698,2.46667,89.3392
410822,18.163383,3.8159847,118.455
410824,11.399248,1.3601608,86.9432
410835,16.33928,2.813425,100.4681
410836,14.207945,2.3692389,72.8391
410838,14.283155,2.3921013,84.7825
410840,15.662079,2.5706415,98.492
410845,13.6961565,2.270094,78.6046
410846,13.926902,2.4898558,89.0473
410847,8.749367,0.68302727,81.5234
410848,15.957798,2.820342,86.638
410849,13.682368,2.0670319,96.9315
410851,12.329621,1.703062,96.1047
410853,11.203859,1.1594019,78.3526
410855,10.524353,0.9893341,98.5638
410856,8.599996,0.8003979,79.0747
410859,13.805513,2.876999,32.8975
410860,17.964182,3.48238,105.0675
410861,15.086543,2.5834265,77.8654
410862,12.588037,1.7459517,78.2651
410863,16.00014,2.7740183,93.9408
410864,13.521219,2.1405249,90.136
410865,9.803011,1.0552101,68.5691
410868,15.849504,3.0061054,97.3751
410869,15.442276,2.5326977,80.1907
410870,8.342473,0.84991646,77.2544
410871,8.477269,0.86705303,62.3349
410873,17.007036,3.000411,96.2197
410875,14.537786,2.1610746,99.5076
410882,16.367779,3.2479973,98.929
410885,14.67735,2.5356283,75.7625
410886,9.350686,0.9070015,68.147
410887,11.152348,1.8290749,48.0445
410888,14.873609,2.470292,91.5413
410890,15.123999,2.8908024,87.2266
410892,16.89241,3.1182032,97.6556
410893,13.686631,2.332715,76.9346
410894,13.874815,2.4287167,89.1907
410895,13.210638,2.107463,91.0906
410899,15.141188,2.648446,99.0417
410900,12.834066,2.011942,75.4242
410903,14.037692,2.365446,92.8173
410904,15.670562,3.1307201,98.655
410906,11.880928,1.4197206,101.4039
410908,14.95499,2.6435308,81.3745
410910,14.076651,2.8615112,43.0077
410912,11.495811,1.4280424,85.5435
410913,13.737461,2.285016,88.3924
410914,13.999424,2.87914,34.163
410916,13.974614,2.4319572,81.3706
410919,14.034617,2.8656645,94.8164
410922,11.059449,1.2267809,81.4595
410929,13.696703,2.1497135,98.065
410930,12.437426,2.0718927,87.4757
410934,15.959792,3.1657467,57.5322
410935,8.232277,0.7410612,71.7733
410938,17.617344,3.3829765,104.0188
410939,13.302376,1.9253349,88.246
410942,17.444323,3.2320004,99.5998
410943,7.769814,0.6837621,83.1934
410947,17.741608,3.3790474,103.6934
410948,17.484804,3.1456108,104.2244
410950,13.191178,1.997489,87.5178
410951,5.1846876,1.0895653,58.1387
410952,16.30922,3.25564,58.1881
410953,14.349805,3.0693922,36.1955
410954,6.697543,0.6248455,48.967
410955,12.303836,1.6211815,94.5802
410957,16.266634,2.9325151,92.2138
410958,6.773157,0.16005993,90.1117
410960,18.2833,3.5035915,108.0401
410962,14.951726,2.9495106,38.3616
410963,14.235684,2.4018526,94.8385
410964,13.482792,2.0514212,93.6479
410966,13.936946,1.9748459,88.0288
410967,9.28553,0.7831278,93.7893
410968,14.828899,2.6972485,90.0481
410970,15.787073,2.7966127,87.387
410974,16.794823,3.153308,97.6426
410975,13.833556,2.2889605,77.1513
410976,14.6072235,2.6881227,75.5615
410987,15.102166,2.5808258,82.2137
410990,14.678078,2.6128807,83.5028
410992,10.069308,1.1736298,59.2388
410993,18.305693,3.3652306,107.6147
410994,14.991631,2.5056849,94.702
411000,10.7639265,1.1061316,91.3087
411001,10.304506,1.0613165,78.4217
411002,15.96119,2.882882,94.4511
411003,13.623359,2.2239838,84.7273
411007,15.867522,2.721962,100.3668
411008,10.810322,1.4408445,99.0781
411010,9.402757,0.830781,82.9212
411012,15.2992935,2.855648,62.8773
411013,16.256554,2.8366194,89.2676
411014,14.092418,2.3129807,78.9923
411018,13.883768,2.8591003,74.5023
411021,12.848037,1.8551264,99.96
411025,14.432021,2.38313,70.3881
411026,9.968689,0.9927921,68.4369
411027,10.930748,1.2236929,83.5508
411036,13.278334,1.907423,99.4844
411039,15.597942,2.5939112,89.3368
411041,15.152343,3.1266117,40.4511
411043,5.0421324,0.65469456,27.8265
411045,16.324173,2.706997,96.5671
411047,15.800321,2.8805933,96.0558
411052,14.532142,2.6204824,89.3673
411056,9.291146,1.043272,50.1533
411060,16.73754,3.0681343,100.2667
411063,11.62105,1.2263117,96.15
411073,7.7735257,0.5994859,79.695
411075,9.134594,0.89922905,59.3476
411076,12.480343,1.6209698,98.9258
411077,14.227418,2.3481798,98.1028
411079,13.334358,1.724577,97.7537
411083,11.825992,1.7091227,73.2327
411086,11.1336775,1.3552513,73.0689
411091,9.115089,0.76972294,90.614
411092,6.5300426,0.13598251,96.0993
411093,12.832562,2.6877708,78.8377
411095,15.141136,2.5727644,79.4061
411097,11.277454,1.5338573,81.4079
411099,10.21841,0.8948488,96.4833
411101,15.114926,2.5737753,79.6366
411106,16.787466,3.0768442,95.3255
411110,16.213997,2.9568777,96.1481
411115,12.798216,1.9268665,82.8066
411123,14.228592,2.9320202,98.3733
411124,14.176171,2.4622898,92.7609
411127,10.092017,1.2985468,51.4968
411130,11.890688,1.3710566,98.08
411133,15.267204,2.3183727,98.6724
411134,12.771674,2.0334835,71.2229
411136,14.312421,2.3633833,99.4348
