,phot_g_mean_mag,bp_rp,distance_gspphot
2,11.449262,1.3409176,93.437
5,8.991513,0.71949863,86.7055
8,14.365818,2.7285423,43.2886
9,15.12032,2.8382454,94.0813
13,10.424792,1.202918,66.585
15,13.970831,2.3477812,82.9135
19,13.515606,1.9881897,92.4808
21,12.878315,1.8167934,98.9769
22,16.249086,2.7950125,98.9665
24,8.934038,0.8006506,66.9581
25,10.970054,1.1439638,92.2131
28,12.158398,1.8038597,74.1217
33,13.558714,2.2155657,88.9124
35,14.294165,2.9900932,31.5194
36,9.527259,0.9483032,65.7224
38,14.707335,2.5779247,85.9548
40,10.150753,1.3002338,51.5726
41,9.649537,0.8034811,78.1888
43,12.859632,2.8842459,20.0642
45,14.385919,2.9144268,38.4288
48,14.888977,2.4540348,100.3655
50,10.507791,1.1306286,98.5124
54,9.541374,1.2554035,35.436
57,14.855493,2.825489,88.9549
58,13.532459,2.051445,99.2917
61,11.606661,1.4611702,86.0631
65,16.081146,2.7481842,98.0457
67,9.832321,1.3127861,46.1577
69,13.988005,2.563263,85.8136
71,14.708258,2.2900639,98.3887
74,10.204674,0.93235874,88.3784
77,14.41069,2.4097424,99.3501
78,16.179604,2.7343712,99.9651
79,14.118998,2.8031378,49.174
82,16.485275,3.388177,55.116
93,14.523707,3.0374107,40.5436
94,17.29553,3.1123962,99.1628
95,10.388324,1.145648,78.825
96,13.163077,1.9581299,93.3305
97,11.893488,1.4292469,98.5127
98,12.378738,1.6510992,70.7287
99,11.268092,1.3553009,84.1258
102,9.925129,2.1324425,17.1679
106,14.372071,2.9391165,45.9683
110,15.796924,2.6068869,94.0521
113,15.413033,2.6226654,96.1376
118,9.462355,0.9600096,64.7765
119,3.2804532,1.2369773,45.7471
121,16.123367,2.6394348,94.8737
125,9.665197,0.98447037,93.0286
132,14.339771,2.437152,81.826
135,13.817499,2.3304672,73.6652
138,15.45408,2.6429796,105.661
141,10.188127,0.9320936,94.932
142,14.545892,2.4288483,85.699
146,13.629796,2.194625,104.9421
148,12.501323,1.736659,79.013
151,14.515982,2.5845413,90.2788
152,6.0816813,0.023437023,82.2823
153,13.279521,2.188037,72.3845
154,14.449135,2.9467468,88.5443
156,12.25204,2.1219168,57.4117
159,9.7908945,1.0146608,64.7671
160,11.36044,1.47402,72.5738
162,13.796856,2.284565,99.3374
163,10.250421,1.2037563,64.5854
170,13.564699,2.2555103,85.2244
173,11.641495,1.3972092,87.8329
178,10.779173,1.1006422,90.2055
180,11.356905,2.3131838,30.0727
185,15.5805435,2.522666,92.1308
186,13.832606,2.3568916,81.6217
188,8.152438,0.6034007,91.5718
189,9.094157,0.64972305,94.1596
191,15.346191,2.7947302,89.4248
192,8.594548,0.7588768,89.4835
196,14.717467,2.1948137,95.6379
199,13.959662,2.3153868,32.0501
201,14.686766,2.4822807,96.3511
203,10.040108,1.1395588,80.1561
204,12.446519,2.626193,28.1459
206,16.081055,3.2609806,58.5023
207,16.427616,2.9365025,102.3308
210,8.823638,0.73692703,97.2567
216,15.514026,2.7113552,99.5744
218,7.880377,0.81820774,43.2913
221,17.010893,3.137044,101.3713
222,14.641798,2.587597,101.7552
224,14.74165,2.8786964,44.5064
225,16.201088,2.925128,101.8399
230,14.603947,2.4520187,95.2758
234,12.317927,1.652524,88.1665
236,9.0826025,0.9105511,73.2911
239,16.713778,2.7871122,98.7301
243,7.0989013,0.62055826,52.8514
247,14.999463,2.6134949,97.2418
251,13.212907,1.8185577,89.7395
252,8.900561,0.8139086,62.5994
253,8.256831,0.95652723,34.3232
257,17.612652,3.6132584,110.3735
259,10.41915,1.6837854,38.3045
260,9.431783,1.2697182,38.014
262,7.1904883,0.7239685,40.2183
264,14.949912,2.5016403,88.9882
267,11.917547,1.6845074,104.2863
272,13.771755,2.1998396,90.1031
276,16.81754,2.900115,103.5417
277,13.164655,2.0876703,74.1922
279,13.911915,3.1132164,22.9737
283,11.324403,1.5168447,74.5312
284,14.73068,2.282136,83.1909
286,10.780605,1.0519972,81.2654
289,15.106483,2.5759335,94.8995
292,13.014105,2.037506,84.0346
293,12.417745,1.8700829,64.8604
297,9.032137,0.93322086,54.7832
299,16.285675,3.4997692,47.8246
303,12.05008,1.4691782,97.6479
307,8.717506,1.0289774,44.8596
310,9.435735,0.94559,63.4566
312,16.387924,3.5642653,63.991
314,8.057304,0.8431177,55.6115
315,15.052065,2.6163301,94.4394
317,9.598085,0.9370823,95.7077
318,15.71714,3.2861319,45.8107
320,10.015605,1.045001,76.134
321,12.541446,1.8174505,86.8613
322,7.3580236,1.07653,96.8045
329,13.975903,2.4471788,83.7606
334,6.2023435,0.34316683,61.0502
335,15.964653,2.7870836,97.447
339,10.604836,1.1440582,97.0166
343,15.448116,2.6697044,100.715
347,10.8086815,1.5631189,52.6546
349,11.621256,1.5093441,72.118
350,15.473988,2.6417484,95.1776
352,14.164532,2.3778267,84.1837
353,12.596913,1.9054508,54.0108
355,16.92154,3.0577927,104.5686
360,14.464576,2.1902342,97.4368
368,10.659952,1.4383135,52.5649
372,15.213717,2.5937576,92.5604
373,13.053944,1.9593706,94.3555
378,16.742018,3.4258242,52.8271
382,11.833442,1.3955593,88.8091
385,12.322852,1.5750713,91.5101
386,11.929431,1.4937887,92.7008
388,16.462008,3.3493652,60.3886
390,10.32296,1.1153173,78.5361
391,11.926933,2.4031763,31.1924
394,12.288443,1.7436914,85.0381
400,14.6448555,2.4233246,85.812
402,12.524523,1.7010612,108.1124
403,9.652003,0.9510174,74.4892
404,7.698632,0.7978244,39.7132
406,9.676521,0.93872356,73.6999
408,17.824759,3.5283508,106.3822
409,16.728691,3.084732,98.7449
410,12.175002,1.5647135,95.9611
411,18.597298,3.6812534,106.3984
412,14.082113,2.3020782,75.6903
415,14.928302,2.5651836,98.201
418,15.709507,2.8959627,97.6733
420,15.292888,2.6272907,88.1709
423,16.655956,2.780981,101.97
426,13.310726,2.0849543,76.3082
428,15.032249,2.537222,91.7184
430,16.460688,3.0944042,99.5874
432,10.051599,1.4111423,44.9449
434,8.107573,0.96019936,46.4673
435,11.25772,1.3460503,90.066
437,12.778608,1.758131,95.0589
438,15.417392,3.213253,48.4778
445,9.675711,0.8668127,89.3255
447,14.590434,1.9619532,58.6182
450,13.604894,2.4133663,100.9295
454,14.320642,2.4705057,97.594
460,13.549844,2.4333782,46.6096
461,13.368557,2.048293,90.3846
464,16.382648,3.1006336,100.2924
468,13.505909,1.7806625,39.4533
474,11.686544,1.5010872,84.0544
476,13.860361,2.2078352,95.4023
477,14.144648,2.3402386,91.6984
480,13.314799,2.6912184,44.9191
481,11.079583,1.5231123,59.729
482,13.031528,2.174981,70.662
483,14.787582,2.6110525,93.8708
485,7.101067,0.39551115,84.2897
487,15.516936,2.7089348,86.5188
488,14.655504,3.340271,24.0714
489,13.299052,2.2435732,66.5433
490,8.566072,0.737957,93.4541
491,14.649438,3.0661526,43.5571
492,13.428931,2.7193213,39.8887
495,9.791235,1.3940506,40.6701
499,8.500653,0.8218708,78.3086
501,14.067784,2.2557278,84.0952
503,15.887662,3.1097527,100.5751
504,9.2010975,0.8586731,78.1982
506,11.22477,1.21,90.3595
508,16.09762,3.1691341,50.6984
511,15.101217,2.5905466,95.6656
515,15.20831,2.3326998,92.3675
516,13.482561,1.8988314,90.44
517,14.806692,2.933591,52.9184
519,9.099275,0.71156883,92.0148
521,9.025985,0.8141737,89.8425
523,9.707716,1.43009,39.0486
524,13.962055,2.7563858,40.7981
528,14.437868,2.354168,100.6104
529,11.541608,1.5111475,79.3999
530,10.182864,1.0298548,78.0826
533,14.956131,2.3409119,92.1275
534,9.545632,0.9859495,56.4089
538,13.6187315,2.122202,86.7121
541,8.0730715,0.68535566,73.8146
542,16.578783,2.7697077,98.9891
543,13.623358,2.0414934,79.042
544,14.037052,2.1484995,75.7478
546,9.472631,0.7840309,93.223
556,18.685822,3.6867695,127.8845
557,15.882976,2.7020817,96.0618
558,15.794315,3.1967793,56.2775
564,14.387343,2.4697504,92.7112
567,11.489359,1.4495869,79.7032
569,8.434776,0.7007799,71.0306
571,9.281325,0.8576956,70.8903
575,6.4008517,0.5461254,44.6216
576,6.9793406,0.67081594,44.3601
577,17.79329,3.2229137,111.6656
578,10.913919,1.1160898,89.3491
585,10.249045,0.9480896,87.9932
587,15.792232,2.5699186,90.0176
588,14.852755,1.9164085,77.868
590,12.380064,1.8555832,71.8059
591,16.08834,2.8582335,95.3056
595,17.294527,3.3227844,109.1907
598,13.93502,2.2065115,96.9066
602,12.970902,2.055768,81.531
603,15.086123,2.5930042,98.3792
604,13.467143,2.1878767,78.809
610,15.818994,2.6334467,98.948
612,13.500664,2.0358315,98.9904
613,15.981942,2.8133564,100.4634
614,14.69347,2.5380278,96.6848
617,15.431398,2.7146053,86.5071
620,14.316884,2.3986092,92.131
621,14.42349,2.470994,86.556
622,10.539892,1.1441317,67.8272
628,14.58321,2.3944464,84.0404
632,15.980262,3.1009197,101.8403
633,8.724172,0.7787247,92.5285
637,11.80465,1.6466436,93.3535
642,10.969913,1.2102966,83.1026
646,13.612682,2.2181396,91.211
647,7.996577,0.5096078,94.6967
651,18.67403,3.8635674,90.941
652,8.19901,1.069304,84.7307
653,8.880101,0.714365,98.6724
654,9.744398,1.5532999,40.9042
655,15.096816,2.7973843,53.0073
657,14.230461,2.8837414,36.8581
658,16.049011,2.8838663,99.9197
659,16.321875,2.1530075,80.3403
663,14.996311,2.666294,86.5979
670,13.714395,1.9908781,94.1678
671,8.057492,0.73172903,48.4552
677,12.734948,2.036355,102.1194
678,11.655117,1.3376694,95.2303
679,13.768263,2.1985006,94.6222
680,16.240763,3.0722475,98.1943
687,10.853678,1.4870806,59.3272
693,12.994784,2.0679903,67.6317
695,6.8555465,0.39504433,85.7073
696,14.860165,2.5814056,95.0371
697,10.259134,1.1240873,68.687
700,17.010885,3.079997,103.7243
701,15.814622,3.1862612,57.6418
703,15.7956705,2.6970272,100.6622
704,7.7814703,0.4087491,96.7521
705,14.886254,2.457635,93.8637
706,6.637057,0.4868121,70.9957
711,10.074757,0.8982725,79.3335
712,7.6169553,0.7674012,47.0311
713,15.295008,2.573904,102.2908
715,3.3823738,1.1385627,67.17
716,11.857552,1.8731441,52.697
718,14.047755,2.3649015,78.4496
725,9.490025,0.9350519,76.5957
726,15.940584,2.798297,98.153
728,14.522798,2.728961,96.2506
730,11.548605,1.3385344,95.5542
732,13.562063,2.1375408,97.9036
740,16.643806,3.30309,61.9971
743,9.50926,0.7505522,97.869
744,7.7592926,0.7548194,43.2664
749,10.555009,0.9372425,94.5985
750,13.780819,2.2503319,82.0298
751,15.056397,3.1147747,37.3361
752,14.152203,2.4157572,93.8722
756,12.98434,2.0111856,80.6394
757,10.986945,1.5805187,93.6781
758,15.293002,2.5059767,96.8342
759,8.234732,0.75656176,61.8519
761,14.419707,2.162014,97.0545
762,14.931431,2.5862837,84.2895
763,15.687658,2.996747,99.0034
767,10.242527,1.0973577,60.9434
776,14.985497,3.2467718,31.1
777,9.804379,0.797513,98.8302
780,15.709807,2.7299137,101.7407
783,9.15042,1.2829714,32.809
791,10.446021,1.1856613,68.723
795,17.029547,2.948433,105.819
799,8.424586,0.89792156,46.3866
801,6.925216,0.7716713,74.9724
802,9.159104,1.3819122,28.7244
803,5.4806013,-0.09154129,88.9412
806,10.38997,0.9715004,95.7793
809,10.4442835,1.0360203,80.196
810,9.81325,0.9392805,79.2252
813,14.342074,2.1832123,98.2147
816,9.979594,0.9483757,81.7106
818,8.992449,1.2605343,35.604
819,10.66509,1.2094498,80.8158
820,12.371545,1.642169,98.1646
821,8.579073,0.7040539,76.982
822,15.005209,2.9467077,36.4116
827,9.956685,0.9155016,89.6762
832,15.036526,2.6254559,92.1172
835,15.303862,2.5130854,92.633
837,10.236533,1.1993885,60.4364
839,16.43304,2.7961597,97.7978
840,8.645234,1.1082249,35.1355
842,18.426903,3.841978,109.0609
843,8.149484,0.74040604,87.6208
844,15.344221,2.627635,93.2855
853,9.124899,0.8467636,93.7881
854,9.858445,0.9930229,57.035
859,14.8700905,2.5102587,99.6663
860,18.440355,4.1585865,76.2621
865,9.052101,0.8359356,78.639
870,7.237378,0.6721506,60.3008
872,12.5209675,1.6380606,93.6983
873,11.247424,1.3413658,84.85
874,13.502471,2.1979065,97.6539
875,12.524232,2.6824007,22.1154
876,7.5780516,0.5303254,73.3451
877,12.348888,2.3937626,25.8066
878,9.165224,0.8848047,60.0827
882,14.10657,2.5351362,97.1356
884,13.641914,2.0020828,90.9216
885,14.752846,2.7575512,92.2126
887,14.4766865,2.5980396,97.8118
895,15.53884,3.1336613,45.1021
898,7.880917,0.9106846,32.8697
902,15.180758,2.7652683,93.0884
903,14.882785,2.5959244,99.4671
904,9.956399,0.9028549,85.728
906,16.651718,2.9193678,101.9096
907,14.990438,2.8856077,47.9827
910,13.49056,2.3205757,104.5316
914,14.12855,1.9348612,89.9585
917,8.09573,0.58288383,94.7324
923,15.433459,2.7587748,91.4392
924,12.4426565,1.6554546,94.6278
930,18.186438,4.0015335,76.99
931,14.767116,2.6745415,85.8135
933,11.912741,1.5281315,88.176
934,8.325896,0.69374895,77.8434
935,8.275828,0.87055016,75.4495
937,16.524702,2.73172,99.3202
938,15.305236,2.4914036,89.4653
944,18.454224,3.7894192,89.5159
945,11.228196,1.2676182,91.3405
946,14.458412,2.3903418,87.1436
947,15.281064,2.5597153,96.8576
949,18.068247,3.4726315,104.8985
950,12.575051,1.7003126,97.4735
952,9.4996395,1.1041002,59.6956
953,15.9445,2.672226,91.383
954,12.20315,2.2480927,95.7145
957,15.994179,2.7838888,101.2207
958,13.194262,2.5691452,41.2772
959,13.634004,2.0917501,98.9826
960,18.191462,3.5704346,110.1429
961,13.585595,2.0878372,90.6858
962,8.681845,0.62526894,92.7488
963,13.564492,2.1264753,89.7424
964,10.79728,1.1306114,87.1738
965,18.254322,3.8856773,116.2353
966,11.025105,1.2347193,80.2189
968,9.211894,0.80092335,83.5264
969,8.485871,0.7712984,96.6808
972,14.694711,2.6242094,99.3094
974,11.295155,1.5119648,61.0961
976,18.376554,3.6571465,117.5812
979,15.608301,3.1310148,50.9239
985,15.337381,2.7427568,94.7607
988,15.31946,2.5134783,98.5241
990,7.44977,0.8612528,95.3848
992,9.189362,0.6974449,95.1448
993,9.259697,0.811512,93.8883
996,17.901543,3.4666214,111.8534
1003,12.90804,1.8161516,98.4959
1007,5.2205296,1.2891684,79.6686
1008,16.419987,3.0037966,97.4758
1009,14.140268,2.3667965,89.4069
1013,8.770485,0.72279835,78.1058
1014,13.098647,1.9898348,86.911
1015,15.903438,2.7937632,90.5307
1017,8.358634,0.9485998,36.3108
1018,14.469615,2.609912,91.1085
1020,15.6259165,2.7115583,95.6552
1021,16.227678,2.956503,56.2267
1022,11.6229,1.3360596,92.3946
1023,10.322068,1.2428856,59.7777
1026,15.289839,2.4810762,94.3552
1028,13.398035,2.1359215,115.5165
1029,15.333923,3.0266314,84.9646
1033,9.542494,0.9888668,63.3281
1034,12.760104,1.926095,93.0592
1037,16.194202,2.677515,102.3604
1038,13.912968,2.5112991,36.5282
1045,12.089319,2.5259972,24.5298
1046,11.735012,1.6069956,103.216
1047,6.792566,0.7092409,31.2337
1048,13.267894,2.0938072,85.0467
1049,14.317568,2.40617,91.3085
1050,7.515642,0.60094595,82.0633
1051,7.7199035,1.1033611,23.7619
1054,16.5989,2.7869196,101.6207
1055,16.885223,3.2470064,67.7286
1057,13.54105,2.5651197,41.4836
1058,14.333306,2.3746977,83.1549
1059,14.928533,2.6227055,91.3527
1060,14.009809,2.109706,87.644
1063,17.729742,3.623167,80.4701
1067,15.860126,2.74327,100.3465
1068,13.197228,2.0071554,86.2285
1072,11.784982,1.3686447,94.5173
1075,14.254918,2.3104792,97.6665
1077,8.302522,0.92316246,75.9682
1078,14.503934,2.3807955,96.4382
1079,14.792589,2.4419985,92.2645
1080,14.662593,2.3826523,97.9024
1084,15.126156,2.4295197,91.6795
1085,13.183428,1.9262924,73.049
1086,9.493477,1.5040712,28.8522
1087,14.359586,2.590352,88.9078
1088,13.61174,2.3629522,80.2721
1090,17.031092,3.1538706,101.1408
1091,11.472926,1.3121958,92.0094
1092,9.05158,1.0404634,44.6265
1094,14.2228985,2.3364267,90.5659
1095,9.612329,0.81454754,85.4456
1096,9.968592,1.1249266,100.0845
1098,17.314764,3.2879677,95.8694
1100,15.762287,3.254774,45.9577
1104,12.828744,1.7651091,96.2655
1105,15.271192,2.6792774,90.9671
1106,7.8236146,1.0979633,67.5933
1111,12.800756,1.902319,86.561
1112,10.328034,0.8977785,98.7328
1117,9.861887,0.94326496,99.4687
1119,14.83153,2.618103,88.3152
1120,11.02627,1.2606907,78.2209
1121,16.749323,3.0298138,102.7175
1124,9.210812,1.0801163,47.5892
1126,17.312506,3.1087894,106.2861
1128,11.155217,1.2887735,78.2299
1130,9.03908,1.0493813,45.355
1132,10.580986,1.0478411,92.9417
1134,9.526277,0.8938637,68.8662
1137,11.2005415,1.4652166,74.4804
1139,16.38905,3.323883,53.4897
1140,9.998555,1.0078955,76.5654
1141,10.738361,1.1197338,89.3546
1144,14.508667,2.5417929,99.6468
1151,7.697711,0.65014076,83.7387
1152,13.875692,2.384674,77.2561
1153,12.554228,2.4401073,45.7502
1156,15.251974,2.6948633,91.8946
1158,9.268828,0.84842396,71.6051
1159,16.045115,3.3514967,61.4146
1161,8.305555,0.7828436,66.2819
1162,8.132049,0.9161167,37.2735
1165,10.790647,1.136097,83.3809
1166,13.36941,2.7006264,33.7516
1168,13.689289,2.4483147,46.3312
1174,12.2175045,1.7318459,79.3858
1175,9.319185,0.7798147,78.8882
1176,16.178835,2.7885885,100.9717
1178,14.389304,2.6954784,47.8023
1179,13.261485,1.852148,99.4291
1184,13.170365,1.9215622,86.975
1185,10.553362,1.1202421,85.4726
1187,7.9585357,0.6050768,93.8272
1188,15.076184,2.7345457,91.1411
1190,11.296556,1.2209959,98.8367
1191,7.8574605,0.79083633,83.9924
1192,15.506643,2.6497345,101.9086
1193,6.657615,0.53236437,59.8494
1194,14.892306,2.4549837,95.8148
1200,14.902832,2.6602888,96.0971
1201,17.592466,3.4035645,109.437
1202,15.785953,2.6995296,101.346
1208,9.098898,0.8904457,104.5006
1210,13.473377,2.8015356,33.3605
1211,11.739092,1.3797026,97.3504
1213,13.030266,2.0770597,83.9605
1216,13.020486,2.9399366,21.942
1219,10.584432,1.1146631,78.8537
1220,14.576224,2.43779,91.3554
1222,11.190934,1.4906406,67.2841
1227,10.368926,1.333292,52.17
1229,13.064517,1.9365196,93.2612
1230,15.730269,2.719019,92.9648
1232,13.8430805,2.215311,89.4177
1235,15.410727,2.518077,98.7234
1245,13.288962,2.7489872,30.1931
1246,9.662236,0.8947239,79.7915
1247,17.296707,3.586751,106.884
1248,18.527819,3.76025,113.0602
1255,9.880028,0.96664524,77.3601
1256,11.3126335,1.2376757,94.7631
1257,11.642476,1.2868519,95.7053
1264,13.044641,1.7168493,98.614
1265,6.637242,0.85185957,25.6874
1268,13.095038,2.525587,41.7734
1270,13.37964,2.294012,78.7564
1271,10.431228,1.2589445,81.9614
1273,5.6790147,0.59477186,41.0204
1275,14.461899,2.2027864,99.2362
1277,11.389366,1.4542017,75.0907
1280,15.419249,2.6155615,97.1725
1283,6.9079165,0.7959719,45.2434
1285,14.53378,2.4924107,84.9133
1287,17.198107,3.2564096,110.9239
1288,13.875769,2.425764,79.238
1289,11.061625,1.2155657,83.1194
1290,8.156865,0.70716333,65.9763
1291,9.930044,0.8041725,82.2768
1294,13.704772,2.2930117,79.3398
1297,14.715067,2.5868254,99.4867
1300,11.624516,1.4312372,94.1569
1302,13.880194,2.4419346,85.3068
1304,15.513801,2.6566954,96.8099
1305,10.431885,0.95253944,98.2013
1307,14.78788,2.6447515,89.4111
1308,15.223004,3.1027098,42.8604
1310,13.045043,2.3038397,82.852
1314,15.019238,2.60186,95.8833
1317,13.68967,2.1334677,92.7076
1318,14.884084,2.359007,98.0212
1319,14.539493,2.8005018,45.9813
1320,15.33394,2.5540543,88.5527
1322,12.287014,1.4579325,99.7442
1326,9.886871,1.0010376,70.3455
1327,8.767473,0.72894,85.5009
1328,15.899371,2.7108364,98.2127
1331,15.728485,2.6837473,93.8432
1336,12.464907,1.7137871,94.8302
1343,14.702958,3.2457829,30.8373
1345,16.537588,2.9226007,102.0653
1346,15.312289,2.7676077,93.1378
1347,10.494607,0.98334503,96.0694
1352,14.748386,3.0105247,37.5458
1356,15.283187,3.3010855,46.8777
1358,12.890886,3.0959911,13.5642
1362,14.072712,2.4094753,96.8028
1366,13.919522,2.099327,89.2654
1367,14.940886,2.4409227,95.2891
1369,8.257002,0.7846532,84.2926
1375,9.920633,0.90176105,90.8728
1376,14.417983,2.549201,86.0654
1378,17.16023,3.3867588,69.386
1382,17.878334,3.4505234,85.2055
1385,16.774261,3.4057226,56.6917
1388,17.136904,3.798006,59.2542
1390,10.219606,1.3120604,55.1164
1391,7.910992,1.0921454,81.2863
1392,13.108954,2.6237888,31.0908
1393,11.82393,1.4080553,96.6333
1400,12.9907255,2.6311035,41.2561
1402,14.420071,2.5359688,81.5217
1403,13.5160675,2.6638412,45.5498
1404,10.94,1.2499084,73.2874
1406,9.024732,0.8296375,69.8343
1409,11.09795,2.5205755,17.111
1410,14.936498,2.550228,94.6761
1411,14.442996,2.6149797,78.6254
1414,9.681743,1.1478968,49.0342
1420,18.63983,4.219082,118.2564
1422,15.932829,3.126091,95.8645
1423,14.795586,2.7781239,38.3425
1426,9.221049,1.0969439,71.6947
1429,13.909738,2.2025862,98.9609
1430,16.609861,2.9755297,100.3724
1436,10.049926,0.9261217,90.1725
1438,14.278472,2.175538,96.059
1439,18.908125,3.7649155,105.6361
1440,9.283201,0.9061489,69.566
1443,8.811068,1.0023785,40.9573
1444,10.182193,1.1830959,87.8042
1445,18.493837,4.073185,80.2569
1446,18.188194,3.716055,119.7374
1447,14.536162,2.3489437,87.9132
1448,8.123956,0.6525545,74.0868
1451,9.539398,0.9132633,68.9867
1452,14.632577,2.460124,95.2946
1453,15.621156,2.4983568,85.8142
1454,11.507427,1.8709621,44.932
1455,9.740814,0.9317579,80.0773
1461,10.20327,1.2671747,55.704
1468,10.053564,0.88545513,98.8633
1470,14.225954,2.687993,76.5611
1471,6.3827343,0.21668816,69.7099
1478,5.984928,0.50674057,43.6992
1480,12.35785,2.0288,92.7193
1481,14.662538,2.4452848,93.2387
1485,15.243222,1.7984362,87.2177
1492,8.776985,1.0557404,38.9543
1493,14.416343,2.2773762,76.0193
1495,12.050833,1.5570507,97.9737
1498,9.780697,1.2687778,47.6624
1501,17.52587,3.2651749,108.2515
1502,12.968334,1.9064426,91.256
1503,13.72065,2.7846193,37.3706
1504,16.570927,2.7569456,97.201
1511,18.239685,3.9079323,80.3224
1512,14.939974,2.6027088,91.3961
1514,14.258432,2.1363602,92.8154
1518,10.529787,1.0602617,83.6609
1519,15.351079,2.6724768,94.5563
1521,15.687138,2.6887398,87.5972
1526,15.315106,3.0620804,53.3208
1527,14.410818,2.456852,87.5324
1529,10.356959,0.8899832,93.3507
1531,10.143319,1.0726995,86.7259
1535,15.500575,2.8259182,93.3529
1536,10.176739,1.3159952,58.6806
1539,7.165409,0.6658654,43.0074
1545,11.852793,2.6109924,25.7957
1546,17.361336,3.2033463,107.062
1553,9.580092,0.8373289,86.3724
1554,18.301392,3.8270931,90.0024
1555,10.831459,1.2685528,87.015
1561,13.099094,2.003316,82.8503
1562,15.267325,2.5602303,94.9531
1564,8.465173,0.919292,42.8974
1565,13.1994505,2.1017733,70.3294
1566,11.342364,1.2677794,95.4151
1567,16.537157,2.8923101,98.2739
1573,9.131116,0.96390057,96.4555
1578,15.19519,2.515545,91.6491
1580,13.313612,2.099307,79.8313
1585,15.121631,2.4126062,93.1679
1586,8.095273,0.6931944,68.4445
1587,13.445031,3.3975306,14.6018
1588,11.541603,1.9372377,42.1129
1592,13.321445,2.4484396,43.3841
1596,9.078844,1.1349363,39.8936
1597,13.881367,2.1055841,92.2815
1598,14.809424,3.0025396,46.268
1601,14.736246,2.4235601,92.4053
1602,14.785766,2.556203,87.102
1611,14.369247,2.2496014,84.0633
1616,15.992075,2.7614975,95.2357
1617,13.399745,2.8263655,29.6604
1619,18.79728,3.7533092,93.0425
1620,16.073946,2.9015331,102.5209
1621,11.429868,1.5225468,68.5237
1622,13.333365,2.3581934,56.2786
1624,7.908269,0.5860696,81.4926
1626,8.114339,0.6015239,89.4548
1627,9.560397,0.93804073,62.3518
1628,13.945801,1.9655485,99.615
1629,7.810752,0.6426678,65.593
1633,8.3490505,0.81895304,50.4989
1637,14.147077,2.823574,39.9533
1640,9.467294,2.5002089,7.6778
1641,13.383252,2.0150948,98.7758
1642,12.027631,1.5671835,92.5041
1648,14.590953,2.471365,92.0547
1650,11.386004,1.2825699,94.2463
1655,16.275698,2.8176317,96.0801
1662,12.414337,2.1807146,84.8165
1663,12.754098,2.3550797,85.024
1664,11.573922,1.4305134,83.5802
1666,17.989658,3.5833454,109.741
1669,13.401089,2.5930328,37.2332
1670,16.245,2.985793,101.5107
1672,10.828273,1.1136351,83.5235
1676,9.386808,0.8591366,79.1785
1677,12.896415,1.8146725,86.9124
1679,7.697238,0.42279243,94.9878
1680,8.315425,0.7583952,99.6573
1682,10.612463,1.0649843,96.8229
1684,15.211559,2.7596064,98.6332
1686,12.326923,2.7613907,19.4637
1688,7.8321953,0.66080093,58.0935
1689,13.365704,2.3132753,56.255
1692,13.337932,2.0709314,74.2704
1701,18.923906,3.7807255,111.6162
1704,15.105476,2.4575195,96.2223
1705,13.68335,2.9260664,30.4157
1706,14.779466,2.577488,89.7315
1707,9.571071,0.95380974,66.4577
1708,14.99376,2.5708437,86.7901
1709,14.369026,2.529396,82.3547
1712,15.1231365,2.6343203,91.3548
1713,14.901001,2.5891352,90.5604
1716,13.664096,2.1876383,90.0131
1718,15.672466,3.2027493,52.191
1719,10.882218,1.1270847,96.073
1722,13.219018,2.003767,84.2346
1731,14.070296,2.4108648,90.9144
1734,12.42188,1.78584,90.1596
1738,11.219054,1.2344303,95.8345
1746,13.587292,2.9871683,20.5029
1748,16.445955,3.4330835,64.8352
1749,11.54818,1.4336815,85.6926
1753,13.283304,2.0317364,78.6538
1755,15.6922865,2.6107292,99.8612
1759,7.8838153,0.77327824,87.9326
1760,16.132784,2.6940317,99.4692
1761,13.4555645,2.0065556,92.9251
1762,13.9684515,2.2036686,98.5661
1763,10.822438,1.0828362,88.5193
1764,16.057354,2.8027487,59.8705
1768,14.697751,2.5690622,88.0816
1769,10.763823,1.2744904,66.844
1771,13.396912,2.2391338,77.4903
1775,11.504931,1.3935204,103.8076
1782,17.029917,3.4391727,67.982
1784,15.320843,2.552579,90.9706
1790,9.94981,1.0559244,96.1656
1791,17.691494,3.4186306,109.7156
1792,14.295762,2.8579407,52.3057
1793,11.623326,1.4120932,92.6063
1796,12.6994505,1.688324,100.3512
1797,8.6472435,0.87578297,53.1205
1798,9.988005,1.0282459,72.0533
1799,15.621596,2.7564278,95.3982
1801,17.173874,3.218134,105.3839
1803,7.989245,0.66641474,59.6118
1805,10.513511,1.0939398,94.7858
1806,15.0822315,2.681777,90.0712
1809,15.672572,2.629714,95.9912
1810,11.718158,1.4099283,102.4221
1811,8.800286,0.73885536,95.2541
1813,15.590765,2.7041998,94.5325
1818,5.883992,0.47681618,43.0806
1819,7.3485003,0.8125124,46.6796
1820,14.779146,2.3565903,100.6705
1825,8.0275345,0.7077322,76.9777
1827,12.199197,1.6264868,96.5626
1830,13.504987,2.6488457,36.3232
1831,13.665395,2.6033335,42.3763
1832,12.037538,1.7251987,72.6771
1835,14.768561,2.4189005,95.6087
1839,15.270865,2.3239126,92.0867
